Company_Cleaned,Sub_Sector,Headquarters,Amount_Cr,Funding_Round_Type,Lead_Investors,Year,Month,Sector,city,state,country,Month_Num,Day,Date,Quarter,FY,Cumulative_Funding_Prior,HQ_Sector,Rolling_6m_Funding_Lagged,Rolling_6m_Rounds_Lagged,Rolling_6m_Median_Size_Lagged,Rolling_12m_Funding_Lagged,Rolling_12m_Rounds_Lagged,Rolling_12m_Median_Size_Lagged,Rolling_6m_Funding_Lagged_Missing,Rolling_6m_Rounds_Lagged_Missing,Rolling_6m_Median_Size_Lagged_Missing,Rolling_12m_Funding_Lagged_Missing,Rolling_12m_Rounds_Lagged_Missing,Rolling_12m_Median_Size_Lagged_Missing
adicube,Marketing & Advertising,Bangalore,13.28,Pre-Seed,Pitcherlabs Ventures,2022,February,Marketing / Adtech,Bangalore,Karnataka,India,2,7,2022-02-07,4,2021,1095.6,Bangalore | Marketing / Adtech,1069.04,4.0,112.05,1069.04,4.0,112.05,0,0,0,0,0,0
admitkard,Edtech,Noida,8.3,Seed,Growth Dna,2019,August,Enterprise / Saas,Noida,Uttar Pradesh,India,8,1,2019-08-01,2,2019,13.28,Noida | Enterprise / Saas,193.62,6.0,29.46,382.61,14.0,14.11,0,0,0,0,0,0
adonmo,Adtech,Bangalore,24.9,Unknown,Ant Fiunknownncial,2020,January,Enterprise / Saas,Bangalore,Karnataka,India,1,19,2020-01-19,4,2019,8.3,Bangalore | Enterprise / Saas,6372.8,7.0,118.28,8922.9,24.0,29.05,0,0,0,0,0,0
adonmo,Adtech,Nan,207.5,Other,Siunknownr Mas And Rigel Capital,2024,September,Enterprise / Saas,Nan,Nan,Nan,9,12,2024-09-12,2,2024,24.9,Nan | Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
adopt ai,Agentic Ai,Bangalore,49.8,Seed,Elevation Capital,2025,May,Artificial Intelligence,Bangalore,Karnataka,India,5,16,2025-05-16,1,2025,232.4,Bangalore | Artificial Intelligence,2216.58,16.0,60.18,2530.4,24.0,47.31,0,0,0,0,0,0
adstringo,Mobile Compression Software,Mumbai,2.9,Seed,"Arihant Patni, Vishal Khare, \\Xc2\\Xa0 Viswaunknownth Ramachandran",2015,June,Enterprise / Saas,Mumbai,Maharashtra,India,6,19,2015-06-19,1,2015,49.8,Mumbai | Enterprise / Saas,83.0,1.0,83.0,83.0,1.0,83.0,0,0,0,0,0,0
adukale,Fmcg,Bangalore,2.9,Unspecified Round,Nuventures,2024,August,Consumer Goods / D2C,Bangalore,Karnataka,India,8,25,2024-08-25,2,2024,2.9,Bangalore | Consumer Goods / D2C,570.21,6.0,83.0,678.36,11.0,16.6,0,0,0,0,0,0
adurcup,Consumer Internet,Delhi,0.83,Seed,Green House Ventures (Ghv),2016,February,Consumer Internet,Delhi,Delhi,India,2,2,2016-02-02,4,2015,2.9,Delhi | Consumer Internet,620.76,10.0,47.63,664.34,13.0,25.84,0,0,0,0,0,0
advantage club,Consumer Internet,Gurgaon,3.32,Seed,"Others, Purvi Ventures",2016,February,Consumer Internet,Gurgaon,Haryana,India,2,23,2016-02-23,4,2015,0.83,Gurgaon | Consumer Internet,2403.53,12.0,6.22,2403.53,12.0,6.22,0,0,0,0,0,0
advantage club,Hrtech,Mumbai,14.11,Unknown,"Broom Ventures, Kuunknownl Shah, Y Combiunknowntor",2021,August,Enterprise / Saas,Mumbai,Maharashtra,India,8,25,2021-08-25,2,2021,3.32,Mumbai | Enterprise / Saas,3605.61,18.0,7.18,11742.53,34.0,17.06,0,0,0,0,0,0
advantage club,Hr,Gurgaon,27.39,Pre-Series A,"Earlsfield Capital, Jetty Ventures, Kuunknownl Shah, Smc Advisors, Y Combiunknowntor",2021,November,Hrtech,Gurgaon,Haryana,India,11,13,2021-11-13,3,2021,17.43,Gurgaon | Hrtech,18.59,3.0,5.81,18.59,3.0,5.81,0,0,0,0,0,0
advantageclubai,Hrtech,Gurgaon,33.2,Unknown,Axilor Ventures,2024,December,Enterprise / Saas,Gurgaon,Haryana,India,12,15,2024-12-15,3,2024,44.82,Gurgaon | Enterprise / Saas,2524.36,9.0,26.98,10551.09,22.0,36.96,0,0,0,0,0,0
advenio,Technology,Chandigarh,0.83,Seed,Kalaari Capital,2016,August,Enterprise / Saas,Chandigarh,Chandigarh,India,8,28,2016-08-28,2,2016,33.2,Chandigarh | Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
adwyze,Marketing / Advertising Automation,Bangalore,8.3,Seed,Mape Advisory,2015,June,Mobility / Automotive / Ev,Bangalore,Karnataka,India,6,9,2015-06-09,1,2015,0.83,Bangalore | Mobility / Automotive / Ev,41.5,1.0,41.5,41.5,1.0,41.5,0,0,0,0,0,0
adyaway,Consumer Goods,Gurgaon,0.16,Unknown,Ah! Ventures,2022,March,Consumer Internet,Gurgaon,Haryana,India,3,23,2022-03-23,4,2021,8.3,Gurgaon | Consumer Internet,2714.41,14.0,45.96,6289.21,26.0,51.56,0,0,0,0,0,0
adytude,Consumer Internet,Delhi,8.3,Private Equity,Indian Angel Network,2016,July,Consumer Internet,Delhi,Delhi,India,7,12,2016-07-12,2,2016,0.16,Delhi | Consumer Internet,1211.38,28.0,3.82,1778.74,37.0,3.99,0,0,0,0,0,0
aeon learning,Technology,Bangalore,26.56,Private Equity,Dr. Ranjan Pai,2018,January,Enterprise / Saas,Bangalore,Karnataka,India,1,14,2018-01-14,4,2017,8.3,Bangalore | Enterprise / Saas,1589.77,28.0,49.8,2242.55,53.0,34.86,0,0,0,0,0,0
aequm,Ecommerce,Bangalore,8.3,Seed,Undisclosed Investors,2017,May,Ecommerce / Retail,Bangalore,Karnataka,India,5,13,2017-05-13,1,2017,26.56,Bangalore | Ecommerce / Retail,2647.44,20.0,37.35,4947.97,36.0,28.97,0,0,0,0,0,0
aerchain,Computer Software,Bangalore,24.9,Pre-Series A,"Indiamart, Season Two Ventures",2021,September,Enterprise / Saas,Bangalore,Karnataka,India,9,22,2021-09-22,2,2021,8.3,Bangalore | Enterprise / Saas,17521.01,62.0,22.83,22281.44,96.0,22.82,0,0,0,0,0,0
aerem,Solartech,Mumbai,100.0,Unspecified Round,Utec,2025,April,Enterprise / Saas,Mumbai,Maharashtra,India,4,24,2025-04-24,1,2025,24.9,Mumbai | Enterprise / Saas,3369.96,16.0,64.55,10250.08,28.0,64.55,0,0,0,0,0,0
aerostrovilos energy,Machinery,Chennai,3.32,Seed,"Murugappa Group Company, Tube Investment Of India",2022,January,Others,Chennai,Tamil Nadu,India,1,3,2022-01-03,4,2021,100.0,Chennai | Others,87.65,6.0,12.45,192.65,10.0,19.92,0,0,0,0,0,0
affimity,Consumer Internet,Bangalore,9.96,Seed,Undisclosed Investors,2016,February,Consumer Internet,Bangalore,Karnataka,India,2,9,2016-02-09,4,2015,3.32,Bangalore | Consumer Internet,1858.35,22.0,25.32,7938.1,28.0,35.69,0,0,0,0,0,0
affordplan,Technology,Delhi,4.15,Seed,Kalaari Capital Accelerator Program,2016,May,Enterprise / Saas,Delhi,Delhi,India,5,6,2016-05-06,1,2016,9.96,Delhi | Enterprise / Saas,998.44,13.0,7.99,1009.23,15.0,7.99,0,0,0,0,0,0
affordplan,Consumer Internet,Delhi,24.9,Private Equity,"Kalaari Capital, Prime Venture Partners",2016,November,Consumer Internet,Delhi,Delhi,India,11,20,2016-11-20,3,2016,4.15,Delhi | Consumer Internet,2221.8,22.0,4.15,3500.8,46.0,4.15,0,0,0,0,0,0
afk gaming,Entertainment,Mumbai,1.66,Pre-Series A,Unknown,2020,January,Artificial Intelligence,Mumbai,Maharashtra,India,1,7,2020-01-07,4,2019,29.05,Mumbai | Artificial Intelligence,126.99,5.0,19.92,126.99,5.0,19.92,0,0,0,0,0,0
agara labs,Deeptech,Bangalore,20.75,Pre-Series A,Blume Ventures And Rtp Global,2019,June,Enterprise / Saas,Bangalore,Karnataka,India,6,22,2019-06-22,1,2019,1.66,Bangalore | Enterprise / Saas,2392.46,16.0,11.43,3706.96,40.0,31.96,0,0,0,0,0,0
agentdesks,Real Estate Mobile Crm,New York,24.48,Seed,"Cota Capital, Sierra Ventures, Vegas Tech Fund",2015,October,Real Estate / Proptech,New York,New York,Usa,10,26,2015-10-26,3,2015,20.75,New York | Real Estate / Proptech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
agnext,Agritech,Chandigarh,174.3,Series A,Alpha Wave Incubation,2021,August,Agritech,Chandigarh,Chandigarh,India,8,4,2021-08-04,2,2021,24.48,Chandigarh | Agritech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
agnikul,Spacetech,Chennai,26.13,Pre-Series A,Pi Ventures,2020,March,Enterprise / Saas,Chennai,Tamil Nadu,India,3,4,2020-03-04,4,2019,174.3,Chennai | Enterprise / Saas,485.05,10.0,39.42,651.0,20.0,18.76,0,0,0,0,0,0
agnikul,Spacetech,Chennai,91.3,Series A,"Artha India Ventures, Sriram Krishunknownn",2021,May,Enterprise / Saas,Chennai,Tamil Nadu,India,5,28,2021-05-28,1,2021,26.13,Chennai | Enterprise / Saas,290.78,9.0,23.44,634.56,17.0,18.76,0,0,0,0,0,0
agnit semiconductors,Semiconductors,Bangalore,29.05,Seed,"3One4 Capital, Zephyr Peacock",2024,October,Deeptech / Hardware,Bangalore,Karnataka,India,10,22,2024-10-22,3,2024,117.43,Bangalore | Deeptech / Hardware,402.13,5.0,24.9,402.13,5.0,24.9,0,0,0,0,0,0
agricxlab,Agritech,Mumbai,4.15,Other,Ankur Capital,2018,February,Agritech,Mumbai,Maharashtra,India,2,20,2018-02-20,4,2017,29.05,Mumbai | Agritech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
agrileaf,Cleantech,Belthangady Taluk,16.6,Other,Capitalunknowna And Samarsh Capital,2024,December,Enterprise / Saas,Nan,Nan,Nan,12,9,2024-12-09,3,2024,4.15,Belthangady Taluk | Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
agrim,Agritech,Gurgaon,83.0,Series A,Kalaari Capital,2022,February,Agritech,Gurgaon,Haryana,India,2,3,2022-02-03,4,2021,16.6,Gurgaon | Agritech,451.52,6.0,65.98,611.71,9.0,65.98,0,0,0,0,0,0
agrim,B2B Agriinputs,Gurgaon,143.59,Series B,Asia Impact,2024,August,Agritech,Gurgaon,Haryana,India,8,21,2024-08-21,2,2024,83.0,Gurgaon | Agritech,717.95,6.0,83.0,960.31,11.0,83.0,0,0,0,0,0,0
agrizy,Agritech,Bangalore,81.34,Series A,"Accion, Ankur Capital, Capria Ventures, Omnivore, Thai Wah Ventures",2024,August,Agritech,Bangalore,Karnataka,India,8,13,2024-08-13,2,2024,226.59,Bangalore | Agritech,566.89,8.0,35.28,793.48,14.0,16.6,0,0,0,0,0,0
agrostar,Mobile Commerce For Farmers,Pune,33.2,Private Equity,Idg Ventures,2015,August,Agritech,Pune,Maharashtra,India,8,3,2015-08-03,2,2015,81.34,Pune | Agritech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
agrostar,Technology,Pune,83.0,Private Equity,Accel,2017,March,Enterprise / Saas,Pune,Maharashtra,India,3,10,2017-03-10,4,2016,33.2,Pune | Enterprise / Saas,715.17,10.0,16.81,1155.91,19.0,29.05,0,0,0,0,0,0
agrostar,Agritech,Pune,581.0,Series D,"Evolvence, Hero Enterprise",2021,December,Agritech,Pune,Maharashtra,India,12,28,2021-12-28,3,2021,116.2,Pune | Agritech,83.0,2.0,41.5,83.0,2.0,41.5,0,0,0,0,0,0
agrostar,Agritech,Pune,55.61,Unspecified Round,Accel,2025,April,Agritech,Pune,Maharashtra,India,4,1,2025-04-01,1,2025,697.2,Pune | Agritech,729.5,5.0,49.8,729.5,5.0,49.8,0,0,0,0,0,0
agrowave,Agritech,Gurgaon,4.15,Unknown,Sekhar Puli,2020,January,Agritech,Gurgaon,Haryana,India,1,16,2020-01-16,4,2019,752.81,Gurgaon | Agritech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
ahammune biosciences,Biotech,Pune,41.5,Series A,Pi Ventures,2024,September,Enterprise / Saas,Pune,Maharashtra,India,9,21,2024-09-21,2,2024,4.15,Pune | Enterprise / Saas,1680.78,8.0,86.33,1805.29,16.0,31.54,0,0,0,0,0,0
ai health highway,Healthcare,Bangalore,8.3,Seed,Turbostart,2024,October,Healthtech,Bangalore,Karnataka,India,10,6,2024-10-06,3,2024,41.5,Bangalore | Healthtech,6042.95,12.0,105.0,16212.94,26.0,225.76,0,0,0,0,0,0
aibono,Agritech,Bangalore,16.6,Pre-Series A,"Menterra Venture Advisors, Rianta Capital",2020,January,Agritech,Bangalore,Karnataka,India,1,28,2020-01-28,4,2019,8.3,Bangalore | Agritech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
aikenist,Healthcare,Bangalore,11.62,Seed,Venture Catalysts,2024,October,Healthtech,Bangalore,Karnataka,India,10,13,2024-10-13,3,2024,16.6,Bangalore | Healthtech,6042.95,12.0,105.0,16212.94,26.0,225.76,0,0,0,0,0,0
airblack,It,Gurgaon,43.16,Series A,"Edge Ventures, Elevation Capital",2021,June,Enterprise / Saas,Gurgaon,Haryana,India,6,21,2021-06-21,1,2021,11.62,Gurgaon | Enterprise / Saas,550.29,12.0,17.64,1200.18,18.0,24.9,0,0,0,0,0,0
airbound,Drone Technology,Mumbai,14.11,Seed,"Angel Investors, Gradcapital, Lightspeed",2024,November,Enterprise / Saas,Mumbai,Maharashtra,India,11,1,2024-11-01,3,2024,43.16,Mumbai | Enterprise / Saas,2400.87,17.0,24.49,15852.37,31.0,215.38,0,0,0,0,0,0
airbound,High > Drones,Karnataka,71.8,Seed,Humba Ventures,2025,October,Others,Nan,Karnataka,India,10,26,2025-10-26,3,2025,14.11,Karnataka | Others,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
airmed labs,Consumer Internet,Ahmedabad,11.62,Private Equity,Brand Capital,2017,January,Consumer Internet,Ahmedabad,Gujarat,India,1,8,2017-01-08,4,2016,85.91,Ahmedabad | Consumer Internet,277.17,4.0,5.48,277.17,4.0,5.48,0,0,0,0,0,0
airmeet,Technology,Bangalore,99.6,Series A,"Global Founders Capital, Redpoint",2020,January,Enterprise / Saas,Bangalore,Karnataka,India,1,26,2020-01-26,4,2019,11.62,Bangalore | Enterprise / Saas,6372.8,7.0,118.28,8922.9,24.0,29.05,0,0,0,0,0,0
airoclip,Mobile > Mobile Gaming,Karnataka,22.82,Seed,Tac,2025,October,Others,Nan,Karnataka,India,10,9,2025-10-09,3,2025,99.6,Karnataka | Others,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
airpay,Technology,Mumbai,30.46,Private Equity,"Kalaari Capital, Rakesh And Rajesh Jhunjhunwala",2017,March,Enterprise / Saas,Mumbai,Maharashtra,India,3,4,2017-03-04,4,2016,22.82,Mumbai | Enterprise / Saas,720.07,14.0,18.47,2119.18,29.0,13.28,0,0,0,0,0,0
airzaar,Technology,Missourie,2.9,Seed,Quake Capital,2017,February,Enterprise / Saas,Nan,Nan,Nan,2,22,2017-02-22,4,2016,30.46,Missourie | Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
aisle,Consumer Internet,Bangalore,1.54,Seed,"Ah! Ventures, Termsheet",2016,January,Consumer Internet,Bangalore,Karnataka,India,1,12,2016-01-12,4,2015,2.9,Bangalore | Consumer Internet,7088.62,14.0,35.69,7358.37,19.0,41.5,0,0,0,0,0,0
aisleco,Other,Unknown,0.83,Other,"Aunknownnd Vijay, Others, Shashank Mehrotra",2015,February,Others,Nan,Nan,Nan,2,24,2015-02-24,4,2014,1.54,Unknown | Others,3063.7,37.0,6.85,3063.7,37.0,6.85,0,0,0,0,0,0
ajnalens,Deeptech,Thane,12.45,Pre-Series A,"Aerospace Venture Fund (Mdavf), Maharashtra Defence",2020,February,Enterprise / Saas,Mumbai,Maharashtra,India,2,6,2020-02-06,4,2019,0.83,Thane | Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
ajnalens,Ar/Vr,Thane,8.3,Bridge,"Mod, Mohsin Hani Al Bahrani",2020,November,Others,Mumbai,Maharashtra,India,11,18,2020-11-18,3,2020,12.45,Thane | Others,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
ajnalens,Computer Hardware,Thane,12.45,Unknown,"Jito Angel Network, Let'S Venture Angel Fund",2022,March,Deeptech / Hardware,Mumbai,Maharashtra,India,3,24,2022-03-24,4,2021,20.75,Thane | Deeptech / Hardware,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
ajnalens,Advanced Hardware & Technology,Thane,2.91,Unknown,Lenskart,2025,July,Enterprise / Saas,Mumbai,Maharashtra,India,7,7,2025-07-07,2,2025,33.2,Thane | Enterprise / Saas,12.45,1.0,12.45,12.45,1.0,12.45,0,0,0,0,0,0
akashalabdhi,Advanced Hardware & Technology,Roorkee,9.96,Pre-Seed,Unknown,2025,September,Enterprise / Saas,Roorkee,Uttarakhand,India,9,20,2025-09-20,2,2025,36.11,Roorkee | Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
akosha,Business Messaging,Delhi,132.8,Private Equity,Sequoia Capital,2015,May,Others,Delhi,Delhi,India,5,13,2015-05-13,1,2015,9.96,Delhi | Others,25.73,2.0,12.86,25.73,2.0,12.86,0,0,0,0,0,0
akudo,Fintech,Bangalore,34.86,Seed,"Incubate Fund India, Jafco Asia, Marquee Angels, Y Combiunknowntor",2021,September,Fintech,Bangalore,Karnataka,India,9,26,2021-09-26,2,2021,132.8,Bangalore | Fintech,9256.99,31.0,99.6,14205.63,50.0,99.6,0,0,0,0,0,0
alchemyst ai,Genai Saas,Mumbai,3.2,Pre-Seed,"100Unicorns, Early Seed Ventures, Inflection Point Ventures",2024,October,Enterprise / Saas,Mumbai,Maharashtra,India,10,21,2024-10-21,3,2024,34.86,Mumbai | Enterprise / Saas,6827.38,15.0,24.49,15552.86,33.0,115.58,0,0,0,0,0,0
alefnmobitech,Consumer Internet,Mumbai,41.5,Private Equity,Tata Capital Innovation Fund,2016,January,Consumer Internet,Mumbai,Maharashtra,India,1,20,2016-01-20,4,2015,3.2,Mumbai | Consumer Internet,2917.46,10.0,144.21,2917.46,10.0,144.21,0,0,0,0,0,0
algobulls,Trading,Mumbai,1.66,Unknown,Venture Catalysts,2020,November,Others,Mumbai,Maharashtra,India,11,9,2020-11-09,3,2020,41.5,Mumbai | Others,1137.42,14.0,21.58,1840.97,31.0,6.22,0,0,0,0,0,0
algobulls,Fintech,Mumbai,20.75,Seed,. Sharath Kumar And Yuvraj A. Thakker,2022,December,Fintech,Mumbai,Maharashtra,India,12,28,2022-12-28,3,2022,1.66,Mumbai | Fintech,8805.47,11.0,160.61,13008.83,35.0,91.72,0,0,0,0,0,0
alienkind,Juice,Bangalore,9.96,Seed,"Arpan Sheth, Prakash Sikaria, Ravi Iyer",2025,April,Others,Bangalore,Karnataka,India,4,1,2025-04-01,1,2025,22.41,Bangalore | Others,1984.63,16.0,99.92,5062.73,28.0,70.14,0,0,0,0,0,0
all things baby,Baby & Mothercare,Mumbai,30.0,Series A,"Manish Choksi Family Office, Richa Choksi",2024,November,Others,Mumbai,Maharashtra,India,11,15,2024-11-15,3,2024,9.96,Mumbai | Others,3723.09,13.0,70.65,4123.73,23.0,36.31,0,0,0,0,0,0
allegis,Human Resources,Maryland,498.0,Series C,Vouch Insurance,2022,April,Others,Nan,Maryland,Usa,4,6,2022-04-06,1,2022,30.0,Maryland | Others,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
allizhealth,Preventive Healthcare,Pune,2.9,Seed,"Mumbai Angels, Other Angel Investors",2015,June,Healthtech,Pune,Maharashtra,India,6,15,2015-06-15,1,2015,498.0,Pune | Healthtech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
allygrow,Engineering,Mumbai,166.0,Private Equity,Zodius Technology Fund,2015,August,Others,Mumbai,Maharashtra,India,8,24,2015-08-24,2,2015,2.9,Mumbai | Others,49.39,6.0,9.96,49.39,6.0,9.96,0,0,0,0,0,0
almabetter,Educaton,Bangalore,17.93,Seed,Varun Alagh And Rajesh Yabaji,2022,November,Edtech,Bangalore,Karnataka,India,11,4,2022-11-04,3,2022,166.0,Bangalore | Edtech,141.41,7.0,7.88,141.41,7.0,7.88,0,0,0,0,0,0
almamapper,Online Student & Campus Social Networking,Ahmedabad,3.32,Seed,Oswal Techno Ventures Llp,2015,October,Edtech,Ahmedabad,Gujarat,India,10,16,2015-10-16,3,2015,17.93,Ahmedabad | Edtech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
almonds ai,Loyalty & Rewards Saas,Gurgaon,16.0,Seed,"Ever Grow Capital, Innovation Foundation (Jiif), Jito Incubation, Nine Alps, Promoters Of Haldiram’S, Venture Catalysts",2025,February,Enterprise / Saas,Gurgaon,Haryana,India,2,27,2025-02-27,4,2024,3.32,Gurgaon | Enterprise / Saas,2654.11,12.0,37.4,8659.79,22.0,36.96,0,0,0,0,0,0
alpha capital,Fintech,Mumbai,122.84,Private Equity,Alpha Capital,2018,June,Fintech,Mumbai,Maharashtra,India,6,3,2018-06-03,1,2018,16.0,Mumbai | Fintech,4708.6,8.0,199.2,5356.17,19.0,56.02,0,0,0,0,0,0
alpha coach,Professional Training & Coaching,Mumbai,9.96,Unknown,Jani Ventures Inc,2021,September,Artificial Intelligence,Mumbai,Maharashtra,India,9,21,2021-09-21,2,2021,122.84,Mumbai | Artificial Intelligence,1913.73,7.0,7.26,2040.72,12.0,8.3,0,0,0,0,0,0
alt carbon,Deeptech,Kolkata,99.6,Seed,Lachy Groom,2025,May,Enterprise / Saas,Kolkata,West Bengal,India,5,2,2025-05-02,1,2025,9.96,Kolkata | Enterprise / Saas,96.82,6.0,10.38,154.21,9.0,8.3,0,0,0,0,0,0
alt drx,Digital Real Estate,Bangalore,23.0,Unspecified Round,Qatar Development Bank,2025,May,Enterprise / Saas,Bangalore,Karnataka,India,5,20,2025-05-20,1,2025,99.6,Bangalore | Enterprise / Saas,7041.63,38.0,65.28,13059.96,58.0,65.28,0,0,0,0,0,0
alt mobility,Ev Leasing & Management,Delhi,83.0,Series A,"Eurazeo, Ev2 Ventures, Shell Ventures, Twyunknownm Earth Fund",2024,November,Mobility / Automotive / Ev,Delhi,Delhi,India,11,10,2024-11-10,3,2024,23.0,Delhi | Mobility / Automotive / Ev,611.04,9.0,15.86,807.75,11.0,42.84,0,0,0,0,0,0
alteria capital,Fintech,Mumbai,1162.0,Other,"Azim Premji, Binny Bansal",2019,August,Fintech,Mumbai,Maharashtra,India,8,25,2019-08-25,2,2019,83.0,Mumbai | Fintech,5962.31,10.0,141.93,10668.17,18.0,141.93,0,0,0,0,0,0
alteria capital,Fintech,Mumbai,10.33,Debt,Unknown,2021,April,Fintech,Mumbai,Maharashtra,India,4,6,2021-04-06,1,2021,1162.0,Mumbai | Fintech,1886.59,20.0,47.72,2277.83,27.0,32.94,0,0,0,0,0,0
alternacare,Consumer Internet,Delhi,4.15,Seed,Eros Labs,2016,September,Consumer Internet,Delhi,Delhi,India,9,2,2016-09-02,2,2016,1172.33,Delhi | Consumer Internet,3161.31,29.0,6.17,3684.44,42.0,6.17,0,0,0,0,0,0
altigreen,Automotive,Bangalore,332.0,Series A,Unknown,2022,February,Mobility / Automotive / Ev,Bangalore,Karnataka,India,2,8,2022-02-08,4,2021,4.15,Bangalore | Mobility / Automotive / Ev,6975.32,14.0,70.55,8573.28,25.0,37.35,0,0,0,0,0,0
altiushub,Manufacturing Supply,Unknown,18.68,Seed,Endiya Partners,2024,September,Logistics / Supply Chain,Nan,Nan,Nan,9,20,2024-09-20,2,2024,332.0,Unknown | Logistics / Supply Chain,255.64,3.0,65.57,255.64,3.0,65.57,0,0,0,0,0,0
altizone,Technology,Pune,33.2,Private Equity,"Wipro Ventures, \\Xc2\\Xa0 Lumis Partners",2016,February,Enterprise / Saas,Pune,Maharashtra,India,2,11,2016-02-11,4,2015,18.68,Pune | Enterprise / Saas,278.05,3.0,103.75,278.05,3.0,103.75,0,0,0,0,0,0
altmat,High > Advanced Materials,Gujarat,12.62,Seed,Rainmatter,2025,October,Deeptech / Hardware,Nan,Gujarat,India,10,4,2025-10-04,3,2025,33.2,Gujarat | Deeptech / Hardware,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
altum credo,Fintech,Pune,161.02,Unknown,British Interunknowntiounknownl Investment,2025,August,Fintech,Pune,Maharashtra,India,8,8,2025-08-08,2,2025,12.62,Pune | Fintech,1997.81,6.0,224.1,3007.09,12.0,190.9,0,0,0,0,0,0
altuni,Edtech,Mumbai,4.15,Unknown,"Amit Gupta, Gautam Gurunknownni, Mukesh Maniar, Rahul Gupta",2022,February,Enterprise / Saas,Mumbai,Maharashtra,India,2,7,2022-02-07,4,2021,161.02,Mumbai | Enterprise / Saas,4045.42,28.0,69.51,7651.03,46.0,53.74,0,0,0,0,0,0
alyf,Real State,Mumbai,933.75,Seed,9Unicorns Accelerator Fund And Venture Catalysts,2022,September,Real Estate / Proptech,Mumbai,Maharashtra,India,9,2,2022-09-02,2,2022,4.15,Mumbai | Real Estate / Proptech,273.98,6.0,13.28,298.88,7.0,16.6,0,0,0,0,0,0
amagi,Broadcast Media,Bangalore,788.5,Unknown,"Accel, Avataar, Norwest",2022,March,Healthtech,Bangalore,Karnataka,India,3,20,2022-03-20,4,2021,933.75,Bangalore | Healthtech,9983.24,18.0,304.61,19893.69,38.0,132.8,0,0,0,0,0,0
amagi media labs,Technology,Mumbai,290.5,Private Equity,"Emerald Media, Premji Invest",2016,December,Enterprise / Saas,Mumbai,Maharashtra,India,12,24,2016-12-24,3,2016,788.5,Mumbai | Enterprise / Saas,1262.84,14.0,13.28,1726.56,23.0,9.13,0,0,0,0,0,0
amagi media labs,Media Andentertainment,Newyork,165.5,Unknown,Avataar Venture Partners,2022,April,Healthtech,New York,New York,Usa,4,8,2022-04-08,1,2022,290.5,Newyork | Healthtech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
amama,Ecommerce,Delhi,8.3,Unknown,Mistry Ventures,2025,July,Ecommerce / Retail,Delhi,Delhi,India,7,18,2025-07-18,2,2025,456.0,Delhi | Ecommerce / Retail,218.21,9.0,17.86,1455.52,19.0,17.86,0,0,0,0,0,0
ambak,Fintech,Gurgaon,58.1,Other,"Advantedge Vc, Angel Investors, Devc, Peak Xv’S Surge",2025,January,Fintech,Gurgaon,Haryana,India,1,2,2025-01-02,4,2024,8.3,Gurgaon | Fintech,1146.8,12.0,116.86,6923.36,26.0,71.21,0,0,0,0,0,0
american vision,Consumer Internet,Pune,0.67,Seed,Unknown Investors,2016,February,Consumer Internet,Pune,Maharashtra,India,2,7,2016-02-07,4,2015,58.1,Pune | Consumer Internet,21.25,3.0,3.82,21.25,3.0,3.82,0,0,0,0,0,0
amica,Fintech,Unknown,16.6,Unknown,"Bedrock Capital, Hummingbird Ventures",2020,April,Fintech,Nan,Nan,Nan,4,26,2020-04-26,1,2020,0.67,Unknown | Fintech,1163.54,7.0,41.5,1163.54,7.0,41.5,0,0,0,0,0,0
amicco,B2B,Gurgaon,8.3,Seed,Eximius,2025,April,Enterprise / Saas,Gurgaon,Haryana,India,4,7,2025-04-07,1,2025,16.6,Gurgaon | Enterprise / Saas,583.0,14.0,37.4,8252.75,23.0,36.11,0,0,0,0,0,0
