Company_Cleaned,Sub_Sector,Headquarters,Amount_Cr,Funding_Round_Type,Lead_Investors,Year,Month,Sector,city,state,country
onida,Consumer Goods > Tv & Audiovisual Products,Maharashtra,122.84,IPO,Authum,2025,October,Consumer Internet,,Maharashtra,India
fs life,Consumer > Fashion,Haryana,46.48,Series B,Colossa Ventures,2025,October,Consumer Internet,,Haryana,India
hunger,Food & Agriculture > Food,Maharashtra,46.48,Series A,Lighthouse,2025,October,AgriTech,,Maharashtra,India
hala mobility,Consumer > Auto Ecommerce & Content,Telangana,28.05,Series A,Magnifiq Capital Trust,2025,October,Ecommerce / Retail,,Telangana,India
qapita,Fintech,Singapore,219.95,Series B,Massmutual Ventures,2025,October,FinTech,,,Singapore
pantherun,Enterprise Infrastructure > Enterprise Networking,Karnataka,99.6,Series A,Info Edge Ventures,2025,October,Enterprise / SaaS,,Karnataka,India
we360ai,Enterprise Applications > Hrtech,Madhya Pradesh,16.6,Seed,Gsf,2025,October,Enterprise / SaaS,,Madhya Pradesh,India
ask my guru,Consumer > Religion,Karnataka,4.15,Seed,Matrimony.Com,2025,October,Consumer Internet,,Karnataka,India
rusk media,Media & Entertainment > Film & Tv Studios,Maharashtra,4.15,Series B,Ivycap Ventures Advisors,2025,October,HealthTech,,Maharashtra,India
fastest,Healthcare,Maharashtra,1.12,Seed,Inflection Point Ventures,2025,October,HealthTech,,Maharashtra,India
ekkaa,Semiconductors > Display Technology,Haryana,101.26,Series A,Unknown,2025,October,Enterprise / SaaS,,Haryana,India
eternz,Consumer > Fashion,Karnataka,101.26,Seed,Multiply Ventures,2025,October,Consumer Internet,,Karnataka,India
gh2 solar,Energy > Solar Energy,Uttar Pradesh,53.95,Series A,Growmo360,2025,October,Climate / CleanTech / Energy,,Uttar Pradesh,India
jaagruk bharat,Media & Entertainment > Internet First Media,Delhi,1.4,Seed,Ajvc,2025,October,HealthTech,Delhi,Delhi,India
meolaa,Retail > Beauty,Karnataka,49.8,Seed,General Catalyst,2025,October,Ecommerce / Retail,,Karnataka,India
rusk media,Media & Entertainment > Film & Tv Studios,Maharashtra,1.4,Angel,Ramesh Gandhi,2025,October,HealthTech,,Maharashtra,India
trusterra,Auto > Auto Retail & Aftersales,Haryana,8.38,Seed,Finvolve,2025,October,Ecommerce / Retail,,Haryana,India
battwheelz,Energy > Electric Vehicles,Haryana,1.87,Seed,Finvolve,2025,October,Mobility / Automotive / EV,,Haryana,India
intangles,Consumer > Road Transport,Maharashtra,249.0,Series B,Avataar Ventures,2025,October,Consumer Internet,,Maharashtra,India
august ai,Healthcare,Karnataka,24.9,Seed,Accel,2025,October,HealthTech,,Karnataka,India
consuma,Enterprise Applications > Marketingtech,Karnataka,10.79,Seed,Equirus Wealth,2025,October,Enterprise / SaaS,,Karnataka,India
goodmelts,Retail > Home Care Ecommerce,Karnataka,10.79,Seed,Anicut Capital,2025,October,Ecommerce / Retail,,Karnataka,India
h2 carbon zero,Energy > Energy Storage,Delhi,7.05,Seed,Venture Catalysts,2025,October,Climate / CleanTech / Energy,Delhi,Delhi,India
zillout,Food,Karnataka,2.57,Seed,Jindagilive Angel Network,2025,October,FoodTech,,Karnataka,India
dezerv,Fintech,Maharashtra,332.0,Series C,Premji Invest,2025,October,FinTech,,Maharashtra,India
vipul organics,Chemicals & Materials > Dyes Pigments And Inks,Maharashtra,32.95,IPO,Unknown,2025,October,DeepTech / Hardware,,Maharashtra,India
ozi,Retail > Mom & Baby Care,Haryana,27.39,Seed,Blume Venture,2025,October,Ecommerce / Retail,,Haryana,India
lucio,High > Chatbots,Karnataka,41.5,Series A,Devc,2025,October,Others,,Karnataka,India
finarkein analytics,Fintech,Maharashtra,41.5,Seed,Dsp Group Family Office,2025,October,FinTech,,Maharashtra,India
prym aerospace,High > Drones,Maharashtra,20.0,Seed,Lloyds Steel,2025,October,Others,,Maharashtra,India
ecoex,Environment > Solid Waste Management,Delhi,33.2,Seed,Unknown,2025,October,Others,Delhi,Delhi,India
navata supply chain,Business > Supply,Telangana,12.62,Series A,Abyro Capital,2025,October,Logistics / Supply Chain,,Telangana,India
altmat,High > Advanced Materials,Gujarat,12.616,Seed,Rainmatter,2025,October,DeepTech / Hardware,,Gujarat,India
exsure,Life Sciences > Oncology,Odisha,0.09,Seed,Aicunknownnalanda Institute Of Technology Foundation,2025,October,BioTech,,Odisha,India
decortwist,Consumer Goods > Home Furnishing Products,Uttar Pradesh,1.66,Seed,Tejas Paresh Lodaya,2025,October,Consumer Internet,,Uttar Pradesh,India
greylabs,High > Natural Language Processing,Maharashtra,79.68,Series A,Elevation Capital,2025,October,Others,,Maharashtra,India
raise,Fintech,Maharashtra,996.0,Series B,Beenext,2025,October,FinTech,,Maharashtra,India
jsw one msme,Enterprise Applications > Manufacturing,Maharashtra,219.95,Series B,Oneup Fiunknownncial Consultants,2025,October,Enterprise / SaaS,,Maharashtra,India
thrustworks dynetics,Aerospace Maritime & Defense > Space,Maharashtra,6.55,Seed,Jamwant Ventures,2025,October,Enterprise / SaaS,,Maharashtra,India
art of time,Consumer Goods > Retailers,Maharashtra,6.5487,Series B,Plutus Wealth Maunknowngement,2025,October,Ecommerce / Retail,,Maharashtra,India
freight tiger,Logistics,Maharashtra,112.05,Series C,Tata Motors / Lightspeed India,2025,October,Logistics / Supply Chain,,Maharashtra,India
recyclarocom,Environment > Solid Waste Management,Uttar Pradesh,8.3,Seed,Capitaloven,2025,October,Others,,Uttar Pradesh,India
growxcd,Fintech,Tamil Nadu,186.75,Series B,Blue Earth Capital / Lok Capital,2025,October,FinTech,,Tamil Nadu,India
assesslim,High > Ai Infrastructure,West Bengal,41.5,Seed,Foxhog Ventures / Ideas Tih,2025,October,Artificial Intelligence,,West Bengal,India
unmannd,Aerospace Maritime And Defense > Military,Karnataka,16.6,Seed,Speciale Invest,2025,October,Enterprise / SaaS,,Karnataka,India
vamam,Consumer > Local,Delhi,20.75,Seed,Wavemaker Partners / 7Square Ventures,2025,October,Consumer Internet,Delhi,Delhi,India
climaty ai,Enterprise Applications > Adtech,Dubai,16.6,Seed,Turbostart,2025,October,Enterprise / SaaS,Dubai,,UAE
ignosis,Fintech,Gujarat,33.2,Seed,Peak Xv Partners,2025,October,FinTech,,Gujarat,India
fyno,Enterprise Applications > Customer Success Management,Karnataka,33.2,Seed,Arkam Ventures / 3One4 Capital,2025,October,Enterprise / SaaS,,Karnataka,India
recur club,Fintech,Delhi,348.6,Debt,Incred / Info Edge Ventures,2025,October,FinTech,Delhi,Delhi,India
recur club,Fintech,Delhi,66.4,Series A,Info Edge Ventures,2025,October,FinTech,Delhi,Delhi,India
wit and chai,Business > Marketing,Maharashtra,66.4,Seed,Sanjay Katkar,2025,October,Marketing / AdTech,,Maharashtra,India
hocco,Food,Gujarat,107.9,Series B,Sauce,2025,October,FoodTech,,Gujarat,India
petpoojam,Food,Gujarat,107.9,Series C,Dharaunknown / Gujarat Venture Fiunknownnce,2025,October,FoodTech,,Gujarat,India
kapivas,Life Sciences > Nutraceuticals,Karnataka,232.4,Series D,Vertex Growth / Jetty Ventures,2025,October,BioTech,,Karnataka,India
vaani research labs,High > Chatbots,Karnataka,3.32,Seed,Venture Catalysts,2025,October,Others,,Karnataka,India
ef polymer,Chemicals And Materials > Polymers,Rajasthan,3.32,Series B,Toyoda Gosei / Beyond Next Ventures,2025,October,DeepTech / Hardware,,Rajasthan,India
rugr,Fintech,Karnataka,41.5,Seed,Vikasa India Eif Fund,2025,October,FinTech,,Karnataka,India
igowise,Energy > Electric Vehicles,Karnataka,41.5,Unknown,Unknown,2025,October,Mobility / Automotive / EV,,Karnataka,India
pharmeasy,Healthcare,Mumbai,1591.11,Debt,Unknown,2025,September,HealthTech,Mumbai,Maharashtra,India
emergent,AI,Gurgaon,190.9,Series A,Lightspeed Ventures,2025,September,Artificial Intelligence,Gurgaon,Haryana,India
chakr innovation,Clean,Gurgaon,190.9,Series C,Iron Pillar,2025,September,Climate / CleanTech / Energy,Gurgaon,Haryana,India
curefoods,Food,Bangalore,149.4,Unknown,3State Ventures,2025,September,FoodTech,Bangalore,Karnataka,India
handpickd,Consumer,Gurgaon,124.5,Series A,Bertelsmann India Investments,2025,September,Consumer Internet,Gurgaon,Haryana,India
rocket,AI,Bangalore,124.5,Seed,"Salesforce Ventures, Accel",2025,September,Artificial Intelligence,Bangalore,Karnataka,India
vedantu,Edtech,Bangalore,91.3,Unknown,Unknown,2025,September,Enterprise / SaaS,Bangalore,Karnataka,India
simple energy,Clean,Bangalore,83.0,Unknown,"Dr Arokiaswamy Velumani (Founder, Thyrocare)",2025,September,Climate / CleanTech / Energy,Bangalore,Karnataka,India
kisankonnect,Agritech,Ahmednagar,67.23,Pre-Series A,Bajaj Finserv Group,2025,September,AgriTech,Ahmednagar,Maharashtra,India
distil,Ecommerce,Mumbai,63.91,Series A,"Jungle Ventures, Ceunknownventures",2025,September,Ecommerce / Retail,Mumbai,Maharashtra,India
gullak,Fintech,Bangalore,62.25,Series A,Chiratae Ventures,2025,September,FinTech,Bangalore,Karnataka,India
oolka,Fintech,Bangalore,58.1,Seed,"Lightspeed India, Z47",2025,September,FinTech,Bangalore,Karnataka,India
prism,Travel,Mumbai,46.48,Unknown,"Incred, Aunknownlah Capital",2025,September,Travel / Hospitality,Mumbai,Maharashtra,India
onfinance,AI,Bangalore,34.86,Pre-Series A,Peak Xv (Surge),2025,September,Artificial Intelligence,Bangalore,Karnataka,India
amwoodo,Ecommerce,Kolkata,33.2,Pre-Series A,Rainmatter,2025,September,Ecommerce / Retail,Kolkata,West Bengal,India
cosmoserve space,Advanced Hardware & Technology,Hyderabad,26.56,Pre-Seed,Avcf,2025,September,Enterprise / SaaS,Hyderabad,Telangana,India
ptal,Ecommerce,Delhi,24.9,Series A,"Venture Catalysts, Rainmatter",2025,September,Ecommerce / Retail,Delhi,Delhi,India
xbattery,Clean,Hyderabad,19.09,Seed,Bipin Patel Family Office,2025,September,Climate / CleanTech / Energy,Hyderabad,Telangana,India
grest,Ecommerce,Cuttack,14.94,Unknown,Equentis,2025,September,Ecommerce / Retail,Cuttack,Odisha,India
vyomic,Advanced Hardware & Technology,Bangalore,13.28,Pre-Seed,Speciale Invest,2025,September,Enterprise / SaaS,Bangalore,Karnataka,India
akashalabdhi,Advanced Hardware & Technology,Roorkee,9.96,Pre-Seed,Unknown,2025,September,Enterprise / SaaS,Roorkee,Uttarakhand,India
navo,Ecommerce,Gurgaon,7.49,Seed,Indiaquotient,2025,September,Ecommerce / Retail,Gurgaon,Haryana,India
bharat intelligence,Agritech,Mumbai,6.56,Pre-Seed,Sahyadri Farms,2025,September,AgriTech,Mumbai,Maharashtra,India
recove,Clean,Bangalore,4.96,Unknown,Momentum Capital,2025,September,Climate / CleanTech / Energy,Bangalore,Karnataka,India
paar autonomy,Advanced Hardware & Technology,Bangalore,4.15,Seed,Venture Catalysts,2025,September,Enterprise / SaaS,Bangalore,Karnataka,India
samaaro,Enterprise,Bangalore,4.15,Pre-Series A,Inflection Point Ventures,2025,September,Enterprise / SaaS,Bangalore,Karnataka,India
gaadimech,Consumer,Jaipur,1.4,Unknown,Ajvc,2025,September,Consumer Internet,Jaipur,Rajasthan,India
gabit,Ecommerce,Gurgaon,1.4027,Unknown,Unknown,2025,September,Ecommerce / Retail,Gurgaon,Haryana,India
inframarket,Real Estate,Thane,688.9,Series G,Unknown,2025,September,Real Estate / PropTech,Mumbai,Maharashtra,India
evoluteiq,Enterprise,Bangalore,439.9,Unknown,Baird Capital,2025,September,Enterprise / SaaS,Bangalore,Karnataka,India
finbox,Fintech,Bangalore,332.0,Series B,Westbridge Capital,2025,September,FinTech,Bangalore,Karnataka,India
blue energy motors,Clean,Pune,249.0,Unknown,"Nikhil Kamath, Omnitex Industries",2025,September,Climate / CleanTech / Energy,Pune,Maharashtra,India
incred money,Fintech,Mumbai,249.0,Unknown,Unknown,2025,September,FinTech,Mumbai,Maharashtra,India
ecosoul,Ecommerce,Noida,166.0,Series B,"Accel, Bajaj Fiunknownncial Securities",2025,September,Ecommerce / Retail,Noida,Uttar Pradesh,India
indkal,Ecommerce,Bangalore,166.0,Unknown,Unknown,2025,September,Ecommerce / Retail,Bangalore,Karnataka,India
scalekit,AI,Bangalore,45.65,Seed,"Together Fund, Z47",2025,September,Artificial Intelligence,Bangalore,Karnataka,India
lucira,Ecommerce,Mumbai,45.65,Seed,Blume Ventures,2025,September,Ecommerce / Retail,Mumbai,Maharashtra,India
spacefields,Advanced Hardware & Technology,Bangalore,41.5,Pre-Series A,Globaz Technologies,2025,September,Enterprise / SaaS,Bangalore,Karnataka,India
pelocal,Fintech,Chennai,41.5,Series A,"Unleash Capital Partners, Unicorn India Ventures",2025,September,FinTech,Chennai,Tamil Nadu,India
ido devices,Ecommerce,Noida,33.2,Unknown,"Blume Ventures, Merak Ventures",2025,September,Ecommerce / Retail,Noida,Uttar Pradesh,India
pascal ai labs,AI,Bangalore,25.73,Seed,Kalaari Capital,2025,September,Artificial Intelligence,Bangalore,Karnataka,India
equilibrium,Clean,Noida,24.9,Seed,Unknown,2025,September,Climate / CleanTech / Energy,Noida,Uttar Pradesh,India
includ,Ecommerce,Gurgaon,24.07,Pre-Series A,3One4 Capital,2025,September,Ecommerce / Retail,Gurgaon,Haryana,India
blinkitai,AI,Gurgaon,9.96,Seed,Foliflex Cables,2025,September,Artificial Intelligence,Gurgaon,Haryana,India
supply6,Ecommerce,Bangalore,9.13,Seed,Zeropearl Vc,2025,September,Ecommerce / Retail,Bangalore,Karnataka,India
ugxai,AI,Gurgaon,8.3,Seed,Blue Ocean Venture Partners,2025,September,Artificial Intelligence,Gurgaon,Haryana,India
playsuper,Media & Entertainment,Gurgaon,8.3,Seed,Chimera,2025,September,HealthTech,Gurgaon,Haryana,India
wankel energy systems,Clean,Chennai,8.3,Pre-Seed,Shastra Vc,2025,September,Climate / CleanTech / Energy,Chennai,Tamil Nadu,India
mynaksh,Consumer,Bangalore,7.07,Pre-Seed,Eximius Ventures,2025,September,Consumer Internet,Bangalore,Karnataka,India
uknowva,Enterprise,Mumbai,4.15,Pre-Series A,Unknown,2025,September,Enterprise / SaaS,Mumbai,Maharashtra,India
rapteehv,Clean,Chennai,4.15,Unknown,"Technology Development Board (Ministry Of Science, Technology)",2025,September,Climate / CleanTech / Energy,Chennai,Tamil Nadu,India
flipspaces,Real Estate,Mumbai,74.7,Series C,Unknown,2025,September,Real Estate / PropTech,Mumbai,Maharashtra,India
indrajaal,Advanced Hardware & Technology,Hyderabad,45.65,Pre-Series A,"India Accelerator, Finvolve",2025,September,Enterprise / SaaS,Hyderabad,Telangana,India
presolv360,Enterprise,Mumbai,39.01,Series A,"Elevation Capital, Mga Ventures",2025,September,Enterprise / SaaS,Mumbai,Maharashtra,India
indigrid technology,Enterprise,Gurgaon,33.2,Unknown,Cactus Partners,2025,September,Enterprise / SaaS,Gurgaon,Haryana,India
ember,Ecommerce,Us,26.56,Seed,Unknown,2025,September,Ecommerce / Retail,,,USA
asaya,Ecommerce,Bangalore,26.56,Pre-Series A,Rpsg Capital,2025,September,Ecommerce / Retail,Bangalore,Karnataka,India
inamo,Enterprise,Mumbai,24.9,Seed,Shastra Vc,2025,September,Enterprise / SaaS,Mumbai,Maharashtra,India
wehouse,Real Estate,Hyderabad,23.24,Series A,Unknown,2025,September,Real Estate / PropTech,Hyderabad,Telangana,India
endureair systems,Advanced Hardware & Technology,Noida,23.24,Unknown,Indian Angel Network,2025,September,Enterprise / SaaS,Noida,Uttar Pradesh,India
snapecabs,Travel,Kolkata,20.75,Unknown,Inflection Point Ventures,2025,September,Travel / Hospitality,Kolkata,West Bengal,India
aurva,Enterprise,Delhi,18.26,Seed,Nexus Venture Partners,2025,September,Enterprise / SaaS,Delhi,Delhi,India
bacalt biosciences,Healthcare,Bangalore,16.6,Pre-Seed,Avaaunknown Capital,2025,September,HealthTech,Bangalore,Karnataka,India
peakamp,Clean,Gurgaon,11.62,Seed,Caret Capital,2025,September,Climate / CleanTech / Energy,Gurgaon,Haryana,India
farmdidi,Ecommerce,Mumbai,6.58,Seed,Samved Ventures,2025,September,Ecommerce / Retail,Mumbai,Maharashtra,India
prowrrap,Enterprise,Delhi,3.76,Pre-Series A,"Calance Software; Amit Govil (Chairman, Calance Corporation)",2025,September,Enterprise / SaaS,Delhi,Delhi,India
biokraft foods,Clean,Mumbai,1.88,Seed,Gvfl,2025,September,Climate / CleanTech / Energy,Mumbai,Maharashtra,India
misfits,Ecommerce,Gurgaon,1.8841,Seed,Nu Ventures,2025,September,Ecommerce / Retail,Gurgaon,Haryana,India
citymall,Ecommerce,Gurgaon,390.1,Series D,Accel,2025,September,Ecommerce / Retail,Gurgaon,Haryana,India
seekho,Media & Entertainment,Bangalore,232.4,Series B,Bessemer Venture Partners,2025,September,HealthTech,Bangalore,Karnataka,India
blue tokai coffee roasters,Ecommerce,Gurgaon,207.5,Unknown,Unknown,2025,September,Ecommerce / Retail,Gurgaon,Haryana,India
firstclub,Consumer,Bangalore,190.9,Series A,"Accel, Rtp Global",2025,September,Consumer Internet,Bangalore,Karnataka,India
colive,Real Estate,Bangalore,166.0,Series B,Bain Capital,2025,September,Real Estate / PropTech,Bangalore,Karnataka,India
offgrid energy,Clean,Gurgaon,124.5,Series A,Archean Chemicals Industries,2025,September,Climate / CleanTech / Energy,Gurgaon,Haryana,India
reveal healthtech,AI,Us,59.76,Series A,Leo Capital,2025,September,Artificial Intelligence,,,USA
platinumrx,Healthcare,Bangalore,49.8,Series A,Stellaris Venture Partners,2025,September,HealthTech,Bangalore,Karnataka,India
leafybus,Travel,Delhi,34.03,Pre-Series A,Enetra India,2025,September,Travel / Hospitality,Delhi,Delhi,India
tuco kids,Ecommerce,Bangalore,33.2,Series A,Rtp Global,2025,September,Ecommerce / Retail,Bangalore,Karnataka,India
flexifyme,Healthcare,Pune,19.09,Pre-Series A,Ivycap Ventures,2025,September,HealthTech,Pune,Maharashtra,India
autodukan,Ecommerce,Pune,8.3,Pre-Series A,Unknown,2025,September,Ecommerce / Retail,Pune,Maharashtra,India
house of zelena,Ecommerce,Delhi,6.58,Seed,"Sprout Venture Partners, M Venture Partners",2025,September,Ecommerce / Retail,Delhi,Delhi,India
cuzor,Ecommerce,Bangalore,4.7,Seed,"Ramesh Kanunknownn (Md, Kaynes Technology)",2025,September,Ecommerce / Retail,Bangalore,Karnataka,India
rxmen,Healthcare,Delhi,4.7,Seed,Inflection Point Ventures,2025,September,HealthTech,Delhi,Delhi,India
quante energy,Clean,Noida,4.15,Seed,Trillion Dollar Venture Partners,2025,September,Climate / CleanTech / Energy,Noida,Uttar Pradesh,India
dectrocel,Healthcare,Lucknow,3.76,Unknown,Bioangels (Ian Group),2025,September,HealthTech,Lucknow,Uttar Pradesh,India
zanskar,Ecommerce,Bangalore,2.63,Seed,Zeropearl Vc,2025,September,Ecommerce / Retail,Bangalore,Karnataka,India
waterscience,Ecommerce,Bangalore,1.32,Unknown,Valar Ventures,2025,September,Ecommerce / Retail,Bangalore,Karnataka,India
edgehax,Advanced Hardware & Technology,Bangalore,1.31,Seed,Inflection Point Ventures,2025,September,Enterprise / SaaS,Bangalore,Karnataka,India
transbnk,Fintech,Mumbai,207.5,Series B,Bessemer Venture Partners,2025,August,FinTech,Mumbai,Maharashtra,India
altum credo,Fintech,Pune,161.02,Unknown,British Interunknowntiounknownl Investment,2025,August,FinTech,Pune,Maharashtra,India
credright,Fintech,Bangalore,83.0,Series B,Abler Nordic,2025,August,FinTech,Bangalore,Karnataka,India
wizcommerce,Enteprise,Bangalore,66.4,Series A,Peak Xv Partners,2025,August,Others,Bangalore,Karnataka,India
vutto,Ecommerce,Bangalore,58.1,Series A,Rtp Global,2025,August,Ecommerce / Retail,Bangalore,Karnataka,India
palmonas,Ecommerce,Pune,51.46,Series A,"Vertex Ventures Southeast Asia, India",2025,August,Ecommerce / Retail,Pune,Maharashtra,India
enmovil,Logistics,Hyderabad,49.8,Series A,Sorin Investments,2025,August,Logistics / Supply Chain,Hyderabad,Telangana,India
peeko,Consumer,Bangalore,26.56,Seed,Stellaris Venture Partners,2025,August,Consumer Internet,Bangalore,Karnataka,India
matiks,Media & Entertainment,Haveri,25.73,Pre-Series A,Tanglin Ventures,2025,August,HealthTech,Haveri,Karnataka,India
wastelink,Cleantech,Delhi,24.9,Series A,Avaaunknown Capital,2025,August,Enterprise / SaaS,Delhi,Delhi,India
harajuku tokyo cafe,Fooddtech,Delhi,16.6,Seed,Indian Angel Network,2025,August,FoodTech,Delhi,Delhi,India
cumin,Ecommerce,Gurgaon,12.45,Unknown,Fireside Ventures,2025,August,Ecommerce / Retail,Gurgaon,Haryana,India
anmasa,Ecommerce,Gurgaon,9.13,Pre-Seed,Unknown,2025,August,Ecommerce / Retail,Gurgaon,Haryana,India
nugen,AI,Ahmedabad,8.3,Pre-Seed,Antler,2025,August,Artificial Intelligence,Ahmedabad,Gujarat,India
vaave,Enteprise,Hyderabad,6.21,Unknown,Vcmint,2025,August,Others,Hyderabad,Telangana,India
hexafun,Ecommerce,Delhi,4.23,Seed,Prajay Advisors,2025,August,Ecommerce / Retail,Delhi,Delhi,India
nuyug,Ecommerce,Delhi,2.35,Pre-Seed,Ajvc,2025,August,Ecommerce / Retail,Delhi,Delhi,India
bhaobhao,Consumer,Mumbai,1.66,Unknown,Unknown,2025,August,Consumer Internet,Mumbai,Maharashtra,India
r for rabbit,Ecommerce,Ahmedabad,224.1,Series B,"Filter Capital, 3One4 Capital",2025,August,Ecommerce / Retail,Ahmedabad,Gujarat,India
kiwi,Fintech,Bangalore,199.2,Series B,Vertex Ventures,2025,August,FinTech,Bangalore,Karnataka,India
beyond appliances,Ecommerce,Bangalore,33.2,Series A,Fireside Ventures,2025,August,Ecommerce / Retail,Bangalore,Karnataka,India
house of biryani,Consumer,Mumbai,29.88,Unknown,Unknown,2025,August,Consumer Internet,Mumbai,Maharashtra,India
mitra,Ecommerce,Gurgaon,13.28,Unknown,Bestvantage Investments,2025,August,Ecommerce / Retail,Gurgaon,Haryana,India
peelon,Enterprise,Vishakhapatnam,8.3,Seed,Growx Ventures,2025,August,Enterprise / SaaS,Visakhapatnam,Andhra Pradesh,India
hexafun,Ecommerce,Delhi,4.25,Seed,Prajay Advisors,2025,August,Ecommerce / Retail,Delhi,Delhi,India
famyo,Ecommerce,Bangalore,3.79,Seed,I'N Angel Fund,2025,August,Ecommerce / Retail,Bangalore,Karnataka,India
zenzebra,Consumer,Delhi,3.7931,Seed,Rukam Capital,2025,August,Consumer Internet,Delhi,Delhi,India
truemeds,Healthcare,Mumbai,539.5,Series C,Unknown,2025,August,HealthTech,Mumbai,Maharashtra,India
zepto,Consumer,Bangalore,379.31,Unknown,Motilal Oswal Fiunknownncial Services Ltd,2025,August,Consumer Internet,Bangalore,Karnataka,India
darwinbox,Enterprise,Hyderabad,332.0,Unknown,Ontario Teachers’ Pension Plan,2025,August,Enterprise / SaaS,Hyderabad,Telangana,India
ultraviolette,Cleantech,Bangalore,174.3,Unknown,Tdk Ventures,2025,August,Enterprise / SaaS,Bangalore,Karnataka,India
arintra,Enterprise,Us,174.3,Series A,Peak Xv Partners,2025,August,Enterprise / SaaS,,,USA
dashverse,Media & Entertainment,Bangalore,107.9,Series A,Peak Xv Partners,2025,August,HealthTech,Bangalore,Karnataka,India
lifelong online,Ecommerce,Delhi,107.9,Unknown,Unknown,2025,August,Ecommerce / Retail,Delhi,Delhi,India
pronto,Consumer,Gurgaon,91.3,Series A,"General Catalyst, Glade Brook Capital",2025,August,Consumer Internet,Gurgaon,Haryana,India
elivaas,Travel,Gurgaon,83.0,Series B,Vertex Ventures,2025,August,Travel / Hospitality,Gurgaon,Haryana,India
graasai,AI,Singapore,74.7,Series B,Tin Men Capital,2025,August,Artificial Intelligence,,,Singapore
refold ai,AI,Bangalore,53.95,Seed,"Eniac Ventures, Tidal Ventures",2025,August,Artificial Intelligence,Bangalore,Karnataka,India
olee space,Advanced Hardware & Iot,Pune,24.9,Seed,Unknown,2025,August,DeepTech / Hardware,Pune,Maharashtra,India
holiday tribe,Travel,Gurgaon,24.9,Pre-Series A,Powerhouse Ventures,2025,August,Travel / Hospitality,Gurgaon,Haryana,India
fairdealmarket,Ecommerce,Gurgaon,24.9,Pre-Series A,Incubate Fund Asia,2025,August,Ecommerce / Retail,Gurgaon,Haryana,India
manastu space,Advanced Hardware & Iot,Mumbai,24.9,Series A,Capitalunknowna,2025,August,DeepTech / Hardware,Mumbai,Maharashtra,India
comminent,Advanced Hardware & Iot,Bangalore,16.6,Unknown,Transition Vc,2025,August,DeepTech / Hardware,Bangalore,Karnataka,India
spike ai,AI,Bangalore,15.77,Pre-Seed,Sorin Investments,2025,August,Artificial Intelligence,Bangalore,Karnataka,India
trackk,Fintech,Delhi,8.3,Seed,Unknown,2025,August,FinTech,Delhi,Delhi,India
the sleep,Ecommerce,Mumbai,453.18,Series D,Unknown,2025,August,Ecommerce / Retail,Mumbai,Maharashtra,India
renee cosmetics,Ecommerce,Ahmedabad,249.0,Series C,Playbook Partners,2025,August,Ecommerce / Retail,Ahmedabad,Gujarat,India
fibe,Fintech,Pune,207.5,Debt,Franklin Templeton Alterunknowntive Investments Fund,2025,August,FinTech,Pune,Maharashtra,India
supergaming,Media & Entertainment,Pune,124.5,Series A,"Skycatcher, Steadview Capital",2025,August,HealthTech,Pune,Maharashtra,India
jeh aerospace,Advanced Hardware & Technology,Hyderabad,91.3,Series A,Elevation Capital,2025,August,Enterprise / SaaS,Hyderabad,Telangana,India
zype,Fintech,Mumbai,85.49,Unknown,Unleash Capital Partners,2025,August,FinTech,Mumbai,Maharashtra,India
dpdpzero,Fintech,Bangalore,58.1,Series A,Gmo Venture Partners,2025,August,FinTech,Bangalore,Karnataka,India
turbohire,AI,Hyderabad,49.8,Series A,Ivycap Ventures,2025,August,Artificial Intelligence,Hyderabad,Telangana,India
mitigata,Fintech,Delhi,48.97,Series A,Nexus Venture Partners,2025,August,FinTech,Delhi,Delhi,India
tplusa,Ecommerce,Bangalore,48.14,Seed,Livspace,2025,August,Ecommerce / Retail,Bangalore,Karnataka,India
cautio,Advanced Hardware & Technology,Bangalore,24.9,Seed,Unknown,2025,August,Enterprise / SaaS,Bangalore,Karnataka,India
outzidr,Ecommerce,Bangalore,24.9,Pre-Series A,Rtp Global,2025,August,Ecommerce / Retail,Bangalore,Karnataka,India
hylenr,Clean,Hyderabad,24.9,Pre-Series A,"Valour Capital, Chhattisgarh Investments",2025,August,Climate / CleanTech / Energy,Hyderabad,Telangana,India
zepto,Consumer,Bangalore,24.07,Unknown,Mapmyindia,2025,August,Consumer Internet,Bangalore,Karnataka,India
codekarma,AI,Bangalore,20.75,Pre-Seed,"Prosus, Accel, Xeed Ventures",2025,August,Artificial Intelligence,Bangalore,Karnataka,India
xovian aerospace,Advanced Hardware & Technology,Bangalore,20.75,Pre-Seed,"Piper Serica, Turbostart",2025,August,Enterprise / SaaS,Bangalore,Karnataka,India
nuuk,Ecommerce,Gurgaon,16.6,Series A,Unknown,2025,August,Ecommerce / Retail,Gurgaon,Haryana,India
designx,Enterprise,Noida,16.6,Unknown,Unknown,2025,August,Enterprise / SaaS,Noida,Uttar Pradesh,India
eon space labs,Advanced Hardware & Technology,Hyderabad,9.96,Pre-Series A,Mgf Kavachh,2025,August,Enterprise / SaaS,Hyderabad,Telangana,India
