Company_Cleaned,Sector,Headquarters,Amount_Cr,Funding_Round_Type,Lead_Investors,Year,Month
nykaa,Consumer Internet,Mumbai,91.3,Private Equity,"Sunil Munjal, Harsh Mariwala, Dalip Pathak And Others",2018,April
mihuru,Fintech,Mumbai,1.25,Other,Unknown,2018,April
capital float,Fintech,Bangalore,182.6,Private Equity,Amazon,2018,April
trip shelf,Consumer Internet,Delhi,2.04,Other,"Gems Advisory, Alok Mittal And Sachin Bhatia",2018,April
popxo,Technology,Delhi,45.65,Private Equity,"Neoplux, Oppo, Idg Ventures India, Kalaari Capital, Gree Ventures And Summit Media",2018,April
1mg,Consumer Internet,Gurgaon,83.0,Private Equity,"Sequoia Capital, Maverick Capital Ltd And Hbm Healthcare Investments Ltd",2018,April
samco,Consumer Internet,Mumbai,62.25,Private Equity,Bay Capital Investments And Others,2018,April
myloancare,Fintech,Gurgaon,8.12,Other,Sar Group,2018,April
buddy4studdy,Consumer Internet,Noida,24.9,Private Equity,Cba Capital And Others,2018,March
urban ladder,Ecommerce,Bangalore,99.6,Private Equity,"Sequoia Capital, Saif Partners And Kalaari Capital",2018,March
kuvera,Consumer Internet,Bangalore,2.08,Other,"Baskar Subramanian, Saket Kumar, Gaurav Suri And Ankit Kesarwani",2018,March
gramophone,Technology,Indore,8.3,Other,Infoedge,2018,March
wellthy,Healthcare,Mumbai,17.43,Private Equity,"Ranjan Pai, Apoorva Patni, Beenext Ventures, Growx Ventures",2018,March
medgenome,Healthcare,Bangalore,83.0,Private Equity,"Hdfc Life, Hdfc Asset Maunknowngement",2018,March
finova capital,Consumer Internet,Jaipur,49.8,Private Equity,Sequoia Capital,2018,March
hotelogix,Technology,Noida,41.5,Private Equity,"Vertex Ventures, Accel Partners And Saama Capital",2018,March
livehealth,Consumer Internet,Pune,9.13,Other,Nexus Venture Partners,2018,March
ad2pro,Technology,Chennai,80.51,Debt,Avendus Fiunknownnce Pvt. Ltd,2018,March
coverfox,Consumer Internet,Mumbai,63.08,Private Equity,Aegon Nv,2018,March
pepperfry,Consumer Internet,Mumbai,318.72,Private Equity,State Street Global Advisors,2018,March
magicpin,Consumer Internet,Gurgaon,8.3,Debt,Trifecta Capital,2018,March
healthcare,Consumer Internet,Mumbai,8.3,Other,Hr Fund,2018,March
pinelabs,Technology,Mumbai,680.6,Private Equity,"Actis, Altimeter Capital",2018,March
availfinance,Consumer Internet,Bangalore,142.76,Private Equity,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kuunknownl Shah And Manish Patel.",2018,March
grofers,Consumer Internet,Gurgaon,514.6,Private Equity,"SoftBank, Tiger Global And Apoletto Maunknowngers.",2018,March
fingerlix,Consumer Internet,Mumbai,10.87,Debt,Alteria Capital,2018,March
karma healthcare,Healthcare,Udaipur,4.15,Other,"1Crowd, Ankur Capital",2018,March
zappfresh,Food,Gurgaon,24.9,Other,"Amit Burman, Sidbi Venture Capital",2018,March
customersucessbox,Technology,Gurgaon,8.3,Other,"Pi Ventures, Axilor Ventures",2018,March
chargebee,Technology,Chennai,149.4,Private Equity,"Insight Venture Partners, Accel Partners And Tiger Global Maunknowngement.",2018,March
i2i funding,Consumer Internet,Noida,6.37,Other,Sucseed Venture Partners,2018,March
slang labs,Technology,Bangalore,10.29,Other,Endiya Partners,2018,March
cash suvidha,Consumer Internet,Delhi,8.3,Other,"Initia Holdings, Vipin Agarwal And Others.",2018,March
roadcast,Technology,Delhi,2.08,Private Equity,Unknown,2018,March
smartcoin,Fintech,Bangalore,16.6,Other,"Accion Venture Lab, Unicorn India Ventures And Isme Ace.",2018,March
the print,Media,Delhi,4.44,Other,Ratan Tata,2018,March
driveu,Technology,Bangalore,24.9,Private Equity,Amit Singhal And Unitus Seed Fund,2018,March
bigbasket,Consumer Internet,Bangalore,2490.0,Private Equity,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",2018,February
zomato,Food,Gurgaon,1660.0,Private Equity,Ant Fiunknownncials,2018,February
pratilipi,Publishing,Bangalore,35.69,Private Equity,Omidyar Network,2018,February
asia institute of medical science,Healthcare,Faridabad,174.3,Private Equity,Cdc Group Plc,2018,February
collegedekho,Consumer Internet,Gurgaon,16.6,Private Equity,"Man Capital Llp, Girunknownr Software, Others",2018,February
healthi,Healthcare,Bangalore,25.73,Private Equity,Montane Ventures,2018,February
swiggy,Food,Bangalore,830.0,Private Equity,Naspers,2018,February
shape,Healthcare,Pune,830.0,Other,Sandeep Mathur,2018,February
icertis,Consumer Internet,Pune,415.0,Private Equity,Meritech Capital Partners,2018,February
healthifyme,Healthcare,Bangalore,99.6,Private Equity,Sistema Asia Fund,2018,February
rupeek,Consumer Internet,Bangalore,56.69,Private Equity,"Accel, Sequoia Capital",2018,February
lendingkart,Fintech,Bangalore,722.1,Private Equity,"Fullerton Fiunknownncial Holdings Pte Ltd, Others",2018,February
cashify,Ecommerce,Gurgaon,7.76,Debt,Trifecta Capital,2018,February
holachef,Food,Mumbai,2.58,Other,Ashok Kumar Gajera,2018,February
imax program,Edtech,Bangalore,112.05,Private Equity,"Michael, Susan Dell Foundation, Lgt Impact Ventures",2018,February
littlemore,Edtech,Chennai,24.9,Private Equity,Kalpavriksh,2018,February
toppr,Edtech,Mumbai,0.83,Private Equity,Axis Capital Partners,2018,February
shirsa labs,Edtech,Mumbai,4.15,Private Equity,"Dewang Neralla, Mahesh Kothurkar, Atul Agarwal",2018,February
moneyonmobile,Technology,Mumbai,41.5,Private Equity,S7 Group,2018,February
petsutra,Consumer Internet,Gurgaon,1.23,Other,Michael Patrick Hickey,2018,February
infibeam,Ecommerce,Ahemadabad,51.71,Private Equity,Network 18,2018,February
happay,Fintech,Bangalore,2.08,Other,Sequoia And Jerry Yang,2018,February
fincash,Fintech,Mumbai,1.25,Other,"Mohammed Khan, Sameer Narayan, Others",2018,February
ayefinance,Fintech,Gurgaon,31.54,Private Equity,"Hinduja Leyland Fiunknownnce, Intellegrow",2018,February
agricxlab,Agritech,Mumbai,4.15,Other,Ankur Capital,2018,February
udaan,Ecommerce,Bangalore,415.0,Private Equity,"Lightspeed, Yuri Milner",2018,February
capillary,It,Bangalore,166.0,Private Equity,"Wargburg Pincus, Sequoia Capital",2018,February
the healthy billions,Healthcare,Gurgaon,17.43,Private Equity,"Blume Ventures, Healthquad And Fireside Ventures",2018,February
avishkaar box,Edtech,Delhi,6.41,Private Equity,Auxano Deals,2018,February
planys,Technology,Chennai,8.63,Private Equity,"Kris Gopalakrishunknownn, Pratithi Investment Trust, Memg Family Office, S Gopal",2018,February
trilyo,Technology,Mumbai,2.08,Other,"Startup Buddy, Amit Manocha And Others",2018,February
gaana,Technology,Gurgaon,954.5,Private Equity,"Tencent Holdings Ltd, Times Internet",2018,February
credy,It,Bangalore,11.62,Other,"Y Combiunknowntor, Khosla Ventures, Vy Capital And Others",2018,February
earlysalary,Fintech,Pune,130.31,Other,Eight Roads Ventures India,2018,January
lendingkart,Fintech,Ahmedabad,39.01,Debt,Nederlandse Fiunknownncieringsunknownmaatschappij Voor Ontwikkelingslanden N.V.,2018,January
kinsane entertainment,Entertainment,Mumbai,20.75,Other,Unknown,2018,January
tapzo,Technology,Bangalore,16.02,Private Equity,"Runet, Other",2018,January
appario retail,Ecommerce,Delhi,156.37,Private Equity,Amazonunknownpatni Jv,2018,January
samunnati,Fintech,Chennai,195.05,Private Equity,"Responsability, Elevar Equity And Accel Partners",2018,January
sahajanand medical,Technology,Surat,300.71,Private Equity,Morgan Stanley Private Equity Asia,2018,January
kuants,Technology,Gurgaon,0.66,Other,"Pankaj Chopra, Ankush Gupta",2018,January
razorpay,Technology,Bangalore,166.0,Private Equity,"Tiger Global, Y Combiunknowntor",2018,January
streak,Technology,Bangalore,2.94,Other,"Indian Fintech Fund, Rainmatter",2018,January
pi ventures,Fintech,Bangalore,207.5,Private Equity,"Sunil Kant Munjal, Hero Electronix\\Xe2\\X80\\X99S Corporate Fiunknownncing Arm, Electronic Development Fund",2018,January
newgen software,Technology,Delhi,166.0,Private Equity,"Goldman Sachs, Hedge Fund, Others",2018,January
rubix,Technology,Pune,8.3,Private Equity,Polaris Fund,2018,January
sharechat,Technology,Bangalore,151.06,Private Equity,"Xiaomi Singapore, Shunwei Capital",2018,January
paperflite,Technology,Chennai,3.32,Other,The Chenunknowni Angels,2018,January
hungerbox,Consumer Internet,Bangalore,20.75,Private Equity,Lionrock Capital,2018,January
optacredit,Fintech,Chennai,33.2,Private Equity,Dmi Fiunknownnce,2018,January
aeon learning,Technology,Bangalore,26.56,Private Equity,Dr. Ranjan Pai,2018,January
milkbasket,Ecommerce,Gurgaon,24.9,Private Equity,Unilever Ventures,2018,January
neogrowth credit,Fintech,Mumbai,390.1,Private Equity,"Leapfrog Investments, Aspada Investment, Quounknown Capital",2018,January
rao iit academy,Edtech,Mumbai,71.38,Debt,Avendus Fiunknownnce,2018,January
aye finance,Fintech,Gurgaon,51.79,Other,Ifmr Capital,2018,January
greyatom,Technology,Mumbai,8.3,Private Equity,Pravega Ventures,2018,January
axio,Healthcare,Bangalore,61.42,Private Equity,Rnt Capital,2018,January
ekincare,Healthcare,Hyderabad,12.45,Private Equity,"Ventureast, Endiya Partners, Eight Roads Ventures, Touchstone Equities, Bvr Mohan Reddy",2018,January
the wedding brigade,Consumer Internet,Mumbai,8.3,Private Equity,Blume Ventures,2018,January
peesafe,Healthcare,Gurgaon,8.3,Private Equity,"Shivani Singh, Rahul Maroli, Mitesh Shah, Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures.",2018,January
browserstack,Technology,Mumbai,415.0,Private Equity,Accel,2018,January
scapic,Technology,Bangalore,4.15,Other,"Axilor Ventures, Newfort Capital",2018,January
moneyonmobile,Technology,Mumbai,63.08,Private Equity,Unknown Investors,2018,January
cure fit,Healthcare,Bangalore,83.0,Debt,"Hdfc Bank, Axis Bank",2018,January
inurture,Technology,Bangalore,36.52,Private Equity,Ventureast,2018,January
dunzo,Technology,Bangalore,102.09,Private Equity,Google,2017,December
tata housing,Real Estate,Mumbai,190.9,Private Equity,Hines,2017,December
handytrain,Technology,Goa,8.3,Private Equity,Nb Ventures,2017,December
mobycy,Technology,Gurgaon,4.15,Other,Unknown Investors,2017,December
greenlight planet,Technology,Mumbai,498.0,Private Equity,"Apis Partner, Eight Roads Ventures, Bamboo Capital Partners",2017,December
fintobox,Technology,Chennai,58.1,Private Equity,Lightbox,2017,December
mswipe,Technology,Mumbai,83.0,Private Equity,Eduardo Saverin,2017,December
the label life,Ecommerce,Mumbai,25.73,Private Equity,Kalpvriksh,2017,December
cygnus hospitals,Healthcare,Gurgaon,6.22,Other,Somerset Indus Capital Ventures,2017,December
eshakti,Ecommerce,Chennai,19.09,Debt,Idg Ventures,2017,December
inshorts,Technology,Noida,41.5,Private Equity,Tiger Global,2017,December
vahdam tea,Ecommerce,Delhi,12.45,Private Equity,"Singapore Angel Network, Mumbai Angel",2017,December
logic roots,Technology,Mumbai,0.41,Other,Village Capital,2017,December
project mudra,Technology,Bangalore,0.41,Other,Village Capital,2017,December
furlenco,Technology,Bangalore,9.96,Debt,Aamir Khan,2017,December
i can stay,Technology,Delhi,14.94,Private Equity,Ht Media,2017,December
simility,Technology,Hyderabad,145.25,Private Equity,Accel,2017,December
shopholix,Ecommerce,Gurgaon,1.93,Other,Munesh Khanunknown,2017,December
mindtickle,Technology,Pune,224.1,Private Equity,Caunknownan Partners,2017,December
nazara,Technology,Mumbai,224.1,Private Equity,Rakesh Jhunjhunwala,2017,December
docsapp,Technology,Bangalore,59.76,Private Equity,Bessemer Venture Partners,2017,December
tea box,Ecommerce,Bangalore,58.1,Private Equity,Rb Investments,2017,December
transversal,Technology,Bangalore,49.8,Private Equity,Matrix Partners,2017,December
curofy,Technology,Gurgaon,2.08,Other,Roundglass Partners Llc,2017,December
homelane,Ecommerce,Bangalore,83.0,Private Equity,"Accel, Sequoia Capital, Rb Investments",2017,December
purplle,Ecommerce,Mumbai,4.46,Other,"Mountain Pain Capital, Suncoast Investments",2017,December
cash suvidha,Ecommerce,Delhi,22.41,Debt,Unknown,2017,December
springboard,Technology,Bangalore,78.85,Private Equity,"Costanoa, Learn Capital, Jyoti Bansal",2017,December
9stacks,Technology,Delhi,12.45,Private Equity,"Swati Gupta, Purnima Khandelwal, Maheshwar Peri, Sanjay Singh",2017,December
your quote,Technology,Bangalore,8.3,Private Equity,"Axilor Ventures, Eunknowncity Ventures Atul Goel",2017,December
spandana sphoorty,Fintech,Hyderabad,161.85,Private Equity,"""Kedaraa Capital, Ontario Teachers\\'""",2017,December
indus os,Technology,Mumbai,33.2,Private Equity,Omidyar Network,2017,December
easyecom,Ecommerce,Bangalore,1.25,Other,"Ambarish Gupta, Aneesh Reddy, Bold Ventures, Vounknown Investments",2017,December
specsmakers,Ecommerce,Chennai,83.0,Private Equity,Eight Roads Ventures India,2017,December
foyrcom,Technology,Hyderabad,31.54,Private Equity,Jones Lang Lasalle,2017,December
prest loans,Fintech,Delhi,4.73,Seed,"Manish Poddar, Arun Garg, Parmeshwar Sharma",2017,November
vagupu,Technology,Bangalore,8.3,Seed,Unknown Investors,2017,November
kalpnik,Technology,Bangalore,4.15,Seed,Venture Catalysts,2017,November
hevo data,Technology,Bangalore,8.3,Private Equity,Idg Ventures India,2017,November
doctalk,Technology,Mumbai,41.5,Private Equity,"Matrix Partners, Khosla Ventures",2017,November
coveiot,Technology,Bangalore,41.5,Private Equity,"Titan Co Ltd, Tata Group\\Xe2\\X80\\X99S Watch And Jewellery Retailing Firm",2017,November
talentedge,Technology,Bangalore,63.08,Private Equity,Lumis Partners,2017,November
fisdom,Fintech,Bangalore,24.9,Private Equity,Quounknown Capital Maunknowngement,2017,November
farmlink,Ecommerce,Mumbai,24.9,Private Equity,"Pioneering Ventures, Syngenta Ag",2017,November
openapp,Technology,Bangalore,29.88,Private Equity,"Axilor Ventures, Kumar Vembu",2017,November
nopaperforms,Technology,Delhi,7.24,Seed,Info Edge,2017,November
qubole,Technology,Bangalore,207.5,Private Equity,"Singtel, Innov8, Harmony Partners",2017,November
universal sportsbiz,Ecommerce,Mumbai,124.5,Private Equity,Accel,2017,November
active ai,Technology,Bangalore,68.47,Private Equity,Vertex Ventures,2017,November
sumeru,Technology,Bangalore,7.47,Seed,Unknown Investors,2017,November
omnia information,Technology,Delhi,24.9,Private Equity,Omidyar Network,2017,November
kanhaiya,Inspiration,Hyderabad,1.66,Other,Unknown Investors,2017,November
onn bikes,Technology,Mumbai,5.74,Other,Z Nation Lab,2017,November
rapido,Technology,Hyderabad,2.73,Other,"Skycatcher Fund, Aravind Sanka",2017,November
heckyl,Technology,Mumbai,22.41,Private Equity,"Notion Capital, Idg Ventures",2017,November
nuvepro,Technology,Mumbai,3.32,Other,1Crowd,2017,November
redbook,Technology,Mumbai,2.08,Other,"Vida Ventures, Dr. Aniruddha Malpani",2017,November
portea,Healthcare,Bangalore,215.8,Private Equity,"Sabre Partners, Memg Cdc",2017,November
epiq capital,Fintech,Mumbai,1660.0,Private Equity,Global Institutiounknownl Investors,2017,November
idg ventures,Fintech,Bangalore,83.0,Private Equity,Uniliver Ventures,2017,November
tempgo,Technology,Goa,2.08,Other,Javelin Startupo Victory Fund,2017,November
edelweiss,Fintech,Mumbai,2241.0,Private Equity,Unknown Investors,2017,November
era,Technology,Mumbai,0.32,Other,Amit Patni,2017,November
smaaash,Technology,Mumbai,31.54,Private Equity,Sixth Sense Ventures,2017,November
chumbak,Lifestyle,Bangalore,107.9,Private Equity,Gaja Capital,2017,November
fr8,Technology,Chennai,12.45,Debt,Ifmr Capital,2017,November
mobiefit,Healthcare,Goa,11.21,Other,"Nb Ventures, Mediassist",2017,November
stanza living,Technology,Delhi,16.6,Private Equity,"Matrix Partners, Accel",2017,November
ola,Consumer Internet,Bangalore,913.0,Private Equity,"Tencent, SoftBank",2017,October
collpoll,Consumer Internet,Bangalore,2.54,Seed,Sprout Angels,2017,October
phonepe,Consumer Internet,Bangalore,321.21,Private Equity,Flipkart,2017,October
little black book,Consumer Internet,Delhi,8.3,Private Equity,"Blume Ventures, Idg Ventures, Indian Angel Network",2017,October
oorjan,Technology,Mumbai,3.73,Seed,Globevestor,2017,October
zefo,Ecommerce,Bangalore,76.36,Private Equity,"Sequoia India, Helion Venture Partners, Beenext",2017,October
yaantra,Ecommerce,Delhi,25.73,Private Equity,Carpediem Capital,2017,October
farm taaza,Technology,Bangalore,66.4,Private Equity,"Epsilon Venture Partners, Tara India Fund Iv And Others",2017,October
drivezy,Consumer Internet,Bangalore,83.0,Private Equity,"Das Capital, Axan Partners, Das Capital And It Farm",2017,October
slice pay,Consumer Internet,Bangalore,16.6,Private Equity,"Das Capital, Simile Ventures",2017,October
mygubbi,Ecommerce,Bangalore,22.41,Private Equity,"Firoze Irani, Vipul Parekh, Aunknownnda Kallugadde, Rajesh K Murthy",2017,October
onestepup,Technology,Delhi,2.79,Seed,Orient Blackswan,2017,October
parallel dots,Technology,Gurgaon,11.62,Private Equity,Multipoint Capital,2017,October
easy diner,Consumer Internet,Gurgaon,37.35,Private Equity,Saama Capital And Dsg Consumer Partners,2017,October
meesho,Ecommerce,Bangalore,25.73,Private Equity,"Saif Partners, Ycombiunknowntor, Venture Highway",2017,October
stanplus,Logistics,Hyderabad,9.13,Private Equity,Kstart Capital,2017,October
uclid,Technology,Hyderabad,1.95,Seed,Unknown Investors,2017,October
policy bazaar,Consumer Internet,Gurgaon,639.1,Private Equity,"Wellington Maunknowngement, Dg Ventures India, True North",2017,October
gapoon,Consumer Internet,Bangalore,2.08,Seed,"Vida Ventures, Snehal Mantri, Anshu Bahadur",2017,October
chaayos,Ecommerce,Gurgaon,16.6,Private Equity,Tiger Global Maunknowngement,2017,October
krazybee,Consumer Internet,Bangalore,66.4,Private Equity,"Xiaomi Technologies, Shunwei Capital",2017,October
renew buy,Consumer Internet,Delhi,76.36,Private Equity,Amicus Capital,2017,October
fingerlix,Consumer Internet,Bangalore,58.1,Private Equity,"Accel, Zephyr Peacock",2017,October
bank bazaar,Consumer Internet,Chennai,58.1,Private Equity,Experian,2017,October
black buck,Logistics,Bangalore,63.91,Private Equity,Innoven Capital,2017,October
lenden club,Consumer Internet,Mumbai,4.15,Seed,Unknown Investor,2017,October
toppr,Consumer Internet,Mumbai,58.1,Private Equity,"Saif Partners, Helion Ventures, Fil Capital Maunknowngement",2017,October
raw pressery,Food,Mumbai,49.8,Private Equity,"Dsg Consumer Partners, Sequoia Capital, Saama Capital",2017,October
cashe,Consumer Internet,Mumbai,25.73,Debt,Ifmr Capital,2017,October
park easy,Consumer Internet,Kolkata,0.98,Seed,Rockstart Accelerator,2017,October
fyre,Food,Mumbai,4.15,Seed,Venture Catalysts,2017,October
ziploan,Consumer Internet,Delhi,24.9,Private Equity,"Matrix Partners, Waterbridge Ventures, Whiteboard Capital, Sarbvir Singh",2017,October
skillenza,Consumer Internet,Bangalore,5.99,Seed,"Blume Ventures, Indian Angel Network",2017,October
spotdraft,Consumer Internet,Gurgaon,4.57,Seed,"Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments",2017,October
big basket,Ecommerce,Bangalore,41.5,Private Equity,Helion Ventures Partners,2017,October
ofbusiness,Technology,Gurgaon,31.54,Debt,Kotak Mahindra Bank,2017,October
cashfree,Technology,Delhi,1.0,Seed,Y Combiunknowntor,2017,October
ola,Consumer Internet,Bangalore,63.91,Private Equity,Ani Technologies Pvt. Ltd,2017,October
goldfarm,Food,Coimbatore,16.6,Private Equity,"Mahindra, Mahindra And Infuse Ventures",2017,October
