Company_Cleaned,Total_Funding,Max_Funding,Num_Rounds,Sector,Location,Rounds,Years,Investors,Last_Year
grab,8.3,8.3,1,Food Logistics & Delivery,Mumbai,Seed,2015,"Oliphans Capital, Haresh Chawla",2015
yu foodlabs,8.3,8.3,1,Food,Gurgaon,Pre-Series A,2021,"Manish Choksi, Varun Vakil",2021
joy by nature,8.3,8.3,1,Organic Food Ecommerce,Delhi,Private Equity,2015,"Mumbai Angels, Vriddhi Fund, Others",2015
pipabella,8.3,8.3,1,Consumer Internet,Mumbai,Other,2018,Fireside Ventures,2018
doctorinsta,8.3,8.3,1,Consumer Internet,Gurgaon,Private Equity,2016,Roundglass Partners,2016
nftically,8.3,8.3,1,Nft,Gurgaon,Seed,2021,"Nitish Mittersain, Gaurav Munjal",2021
bhagva,8.3,8.3,1,Digital Spirituality,Delhi,Pre-Series A,2025,Pradeep Nain,2025
cloud tailor,8.3,8.3,1,Apparel & Fashion,Hyderabad,Pre-Series A,2022,"35North Ventures, Mergerdomo",2022
pluss,8.3,8.3,1,Hyperlocal Healthcare Product Delivery,Gurgaon,Private Equity,2015,"Idg Ventures, M, S Partners, Powerhouse Ventures (Usa).",2015
pikndel,8.3,8.3,1,Sameday Delivery,Delhi,Seed,2024,"Vc Grid, D2C Insider Angels, Breathe Capital, Venture Catalysts, Industry Leaders, Family Offices",2024
dropshop,8.3,8.3,1,Logistics,Bangalore,Pre-Series A,2021,Inflection Point Ventures,2021
toch,8.3,8.3,1,AI,Mumbai,Pre-Series A,2020,"Chiunknownccelerator, 9 Unicorns Fund, Inflection Point Ventures",2020
pixuate,8.3,8.3,1,Deeptech,Bangalore,Seed,2021,Sucseed Indovation Fund,2021
the moms,8.3,8.3,1,Ecommerce,Gurgaon,Private Equity,2017,"Dsg Consumer Partners, Saama Capital",2017
baby berry,8.3,8.3,1,Consumer Internet,Bangalore,Seed,2016,"Nitin Bagmane, Other Undisclosed Investors",2016
ivory,8.3,8.3,1,Healthcare,Delhi,Unspecified Round,2025,"Iimunknowna Ventures, Capitalunknowna",2025
neulife,8.3,8.3,1,Healthcare,Maharashtra,Unknown,2025,Subhkam Ventures,2025
magicx,8.3,8.3,1,Consumer Internet,Bangalore,Seed,2016,"Kris Gopalakrishunknownn, Dr. Ranjan Pai",2016
chelvies coffee,8.3,8.3,1,Coffee & Dining,Noida,Pre-Series A,2025,Endurance Capital,2025
your quote,8.3,8.3,1,Technology,Bangalore,Private Equity,2017,"Axilor Ventures, Eunknowncity Ventures Atul Goel",2017
buyhatke,8.3,8.3,1,Online Product Comparison,Bangalore,Seed,2015,"S.Gopalakrishunknownn, Beenos",2015
little black book,8.3,8.3,1,Consumer Internet,Delhi,Private Equity,2017,"Blume Ventures, Idg Ventures, Indian Angel Network",2017
hackle,8.3,8.3,1,Logistics,Bangalore,Pre-Seed,2022,Elara India Opportunities Fund And Callapiunknown Capita,2022
goalwise,8.3,8.3,1,Consumer Internet,Bangalore,Seed,2016,Unknown Hnis,2016
skymet,8.3,8.3,1,Environmental,Noida,Unknown,2021,"Northern Arc, Caspian Impact Investments",2021
you care lifestyle,8.3,8.3,1,Independent Verification Ecommerce,Mumbai,Unspecified Round,2025,"Luke Coutinho, Narendra Firodia",2025
zebpay,8.3,8.3,1,Consumer Internet,Ahmedabad,Private Equity,2016,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",2016
hakuna matata,8.3,8.3,1,Information Technology &,Chennai,Unknown,2021,Hardcastle Petrofer,2021
cleevo,8.3,8.3,1,Home Hygiene,Nashik,Seed,2025,Eterunknownl Capital,2025
toffee coffee,8.3,8.3,1,Food,Bangalore,Seed,2022,Uday Chatterjee And Rajeev Sarda,2022
assiduus,8.3,8.3,1,Ecommerce,Bangalore,Series A,2020,Vc Firm K Partners,2020
dopplr,8.3,8.3,1,Virtual Tryon,Bangalore,Unspecified Round,2024,"Cornerstone Ventures, U.Sunknownbased Bat Vc",2024
the wedding,8.3,8.3,1,Consumer,Bangalore,Pre-Seed,2025,Lvx,2025
llumo ai,8.3,8.3,1,AI,Noida,Seed,2024,"Senseai Ventures, India Quotient, Aumvc, Venture Catalyst, Iim Indore Alumni Angel Fund, Other Angel Investors",2024
clip app,8.3,8.3,1,Consumer Internet,Bangalore,Seed,2017,"India Quotient, Shunwei Capital",2017
diginoor,8.3,8.3,1,Information Technology &,Chennai,Seed,2022,"Contrary Capital, Polygon Fund",2022
the good life,8.3,8.3,1,Ecommerce,Mumbai,Seed,2017,"Ayesha Takia Azmi, Abu Farhan Azmi",2017
adwyze,8.3,8.3,1,Marketing / Advertising Automation,Bangalore,Seed,2015,Mape Advisory,2015
notion press,8.3,8.3,1,Consumer Internet,Chennai,Private Equity,2016,Unknown Hni Investors,2016
the kettlery,8.3,8.3,1,Ecommerce,Ahmedabad,Private Equity,2016,"Hooting Starts Sports Llp, Franchise India Brands",2016
healthcare,8.3,8.3,1,Consumer Internet,Mumbai,Other,2018,Hr Fund,2018
peesafein,8.3,8.3,1,Healthcare,Delhi,Private Equity,2017,"Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",2017
nimbleboxai,8.3,8.3,1,Mlops,Chennai,Seed,2021,Venture Catalysts,2021
peelon,8.3,8.3,1,Enterprise,Vishakhapatnam,Seed,2025,Growx Ventures,2025
wayforward,8.3,8.3,1,Consumer Internet,Delhi,Seed,2017,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswaunknownthan",2017
hyperverge,8.3,8.3,1,Deep Learning Cloud Algorithms,Chennai,Seed,2015,"Nea, Milliways Ventures, Naya Ventures",2015
unaacademy,8.3,8.3,1,Consumer Internet,Bangalore,Private Equity,2016,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal, \\Xc2\\Xa0 Kuunknownl Shah, Sandeep Tandon, Ashish Tulsian",2016
edukart,8.3,8.3,1,Edtech,Delhi,Private Equity,2015,"Holostik Group, Youwecan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",2015
nowme,8.3,8.3,1,Healthcare,Delhi,Unknown,2021,"Saama, Whiteboard Capital",2021
vidyakul,8.3,4.15,2,Edtech,Gurgaon,"Bridge, Seed",2021,"We Founder Circle, Jito Angel Network, Sosv",2021
wankel energy systems,8.3,8.3,1,Clean,Chennai,Pre-Seed,2025,Shastra Vc,2025
beatoven ai,8.3,8.3,1,Computer Software,Bangalore,Seed,2022,Redstart Labs,2022
amicco,8.3,8.3,1,B2B,Gurgaon,Seed,2025,Eximius,2025
thinkmetal,8.3,8.3,1,Deeptech Manufacturing,Chennai,Pre-Series A,2025,"Yournest Venture Capital, Concept Communications, Sanchi Connect",2025
trip38,8.3,8.3,1,Other,Unknown,Private Equity,2015,"Interglobe Technology Quotient, Lantern Capital",2015
life,8.3,8.3,1,Consumer Internet,Bangalore,Seed,2016,Unknown Investors,2016
ai health highway,8.3,8.3,1,Healthcare,Bangalore,Seed,2024,Turbostart,2024
bandhoo,8.3,8.3,1,It,Gurgaon,Unknown,2021,Unitus Ventures,2021
aviom housing finance,8.3,8.3,1,Fintech,Delhi,Debt,2021,"Gojo, Company",2021
xtracap,8.3,8.3,1,Fintech,Gurgaon,Unknown,2020,Angel Investors,2020
soal,8.3,8.3,1,Edtech,Mumbai,Series A,2020,"Krishunknownn Menon, Srinivas Kollipara",2020
citycash,8.3,8.3,1,Fintech,Mumbai,Seed,2020,Orios Venture Partners,2020
thrill app,8.3,8.3,1,Other,Unknown,Private Equity,2015,People Group (Shaadi.Com),2015
hevo data,8.3,8.3,1,Technology,Bangalore,Private Equity,2017,Idg Ventures India,2017
20dresses,8.3,8.3,1,Other,Unknown,Other,2015,"Srinivas Aluri, Srinivas Modukury, Bs Nagesh",2015
true elements,8.3,8.3,1,Food,Pune,Unknown,2021,Rpunknownsanjiv Goenka Group,2021
shyplite,8.3,8.3,1,Logistics,Delhi,Unknown,2021,N+1 Capital,2021
peesafe,8.3,8.3,1,Healthcare,Gurgaon,Private Equity,2018,"Shivani Singh, Rahul Maroli, Mitesh Shah, Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures.",2018
golflan,8.3,8.3,1,Consumer Internet,Delhi,Private Equity,2016,"Yournest Angel Fund, Ison",2016
pencil,8.3,8.3,1,Content Publishing,Mumbai,Pre-Series A,2021,"Inflection Point Ventures, Sucseed Venture Partners",2021
eduace,8.3,8.3,1,Edtech,Lucknow,Private Equity,2016,Momagic Technologies,2016
sorich,8.3,8.3,1,Pharmaceutical Packaging,Delhi,IPO,2024,Bizdateup,2024
instacar,8.3,8.3,1,Consumer Internet,Indore,Seed,2016,Swastika Co Ltd.,2016
spolto,8.3,8.3,1,Sportstech,Pune,Seed,2024,"Andrew Johnston, Others",2024
healthfab,8.3,8.3,1,D2C Reusable Period Panties,Bangalore,Pre-Series A,2025,"Mistry Ventures, Beyondseed, Thrive Ventures, Anupam Mittal, Aman Gupta, Vineeta Singh, Peyush Bansal",2025
asqi advisors,8.3,8.3,1,Fintech,Mumbai,Pre-Series A,2021,Founders Room Capital,2021
spoonshot,8.3,8.3,1,Fmcg,Bangalore,Seed,2020,"Sri Capital, Techstars Farm To Fork Accelerator",2020
devic earth,8.3,8.3,1,Pollution Control Equiptment,Bangalore,Unknown,2021,Blue Ashva Capital,2021
mangopoint,8.3,8.3,1,Ecommerce,Chennai,Pre-Series A,2025,Inflection Point Ventures,2025
aequm,8.3,8.3,1,Ecommerce,Bangalore,Seed,2017,Undisclosed Investors,2017
spoonjoy,8.3,8.3,1,Online Food Delivery,Bangalore,Seed,2015,Saif Partners,2015
niyo,8.3,8.3,1,Technology,Bangalore,Private Equity,2016,Prime Venture Partners,2016
wandertrails,8.3,8.3,1,Consumer Internet,Bangalore,Seed,2017,Earlsfield Capital,2017
localeai,8.3,8.3,1,Location Analytics,Bangalore,Unknown,2021,"Chiratae Ventures, Better Capital",2021
arthya wealth and investments,8.3,8.3,1,Fintech,Mumbai,Pre-Series A,2021,"Rishi Kumar Bagla, Krishen Lal Khanunknown",2021
navanc,8.3,8.3,1,Fintech,Bangalore,Seed,2024,"Prarambh Ventures, Inflection Point Ventures (Ipv), Brigade Reap, Angel Investors",2024
amama,8.3,8.3,1,Ecommerce,Delhi,Unknown,2025,Mistry Ventures,2025
navia life care,8.3,8.3,1,Healtcare,Delhi,Unknown,2021,"Anicut Angel Fund, 9 Unicorns",2021
broex,8.3,8.3,1,Real Estate Broker,Gurgaon,Private Equity,2015,Lightspeed India,2015
haqdarshak,8.23,6.64,2,Consumer Internet,Bangalore,"Seed, Pre-Series A","2017, 2021","Ravi Saxeunknown, Sandeep Raju, Manish Subramaniam, Upaya Social Ventures",2021
myloancare,8.12,8.12,1,Fintech,Gurgaon,Other,2018,Sar Group,2018
gigindia,8.06,8.06,1,Technology,Pune,Pre-Series A,2020,Incubate Fund India,2020
terractive,8.0,8.0,1,Agritech,Mumbai,Pre-Series A,2024,Fireside Ventures And Devc (Anchored By Z47),2024
shopsup,7.99,7.99,1,Ecommerce,Bangalore,Seed,2016,"Aunknownnd Sankeshwar, Yang Shu",2016
earth food,7.88,7.88,1,Consumer Internet,Pune,Other,2018,Rairah Corporation,2018
crio,7.75,7.75,1,Edtech,Bangalore,Unknown,2020,021 Capital,2020
wiselife,7.74,7.74,1,Ecommerce,Gurgaon,Seed,2025,Rukam Capital,2025
youkraft,7.6,7.6,1,Publishing,Bangalore,Seed,2022,Goel Family Office,2022
gladful,7.58,7.58,1,Ecommerce,Jaipur,Unknown,2025,Eterunknownl Capital,2025
navo,7.49,7.49,1,Ecommerce,Gurgaon,Seed,2025,Indiaquotient,2025
infurnia,7.470000000000001,4.15,3,Consumer Internet,Bangalore,"Seed, Unknown","2016, 2020, 2022","Idein Ventures, Pallav Nadhani, Idein Ventures, Yogesh Chaudhary, Pallavi Nadhani",2022
f5,7.470000000000001,4.98,2,Retail,Delhi,Pre-Series A,2021,"Auxano Capital, Venture Catalysts, Jeevak Gupta",2021
kirana king,7.47,7.47,1,Retail,Jaipur,Pre-Series A,2020,Rajasthan Venture Capital Fund,2020
inficold,7.47,7.47,1,Solar,Delhi,Pre-Series A,2021,Shell Foundation,2021
teamonk,7.47,7.47,1,Food,Bangalore,Pre-Series A,2020,"Lead Angels Network, Roots Ventures",2020
glamplus,7.47,5.81,2,SaaS,Bangalore,"Pre-Series A, Unknown","2021, 2022","Inflection Point Ventures, Blume Ventures",2022
vanity wagon,7.47,5.81,2,Consumer Goods,Delhi,"Pre-Series A, Seed",2021,"Inflection Point Ventures, Dhianu Das, Agility Venture Partners",2021
zenify,7.47,7.47,1,Consumer Internet,Bangalore,Private Equity,2016,Unknown Investors,2016
luxuryhues,7.47,7.47,1,Luxury Goodsxc2Xa0 Shopping,Gurgaon,Private Equity,2015,Reliance Capital,2015
silvan innovation labs,7.47,7.47,1,Technology,Bangalore,Private Equity,2016,Infuse Ventures,2016
techjockey,7.4,7.4,1,Software,Unknown,Acquisition,2024,Cricketer Rishabh Pant,2024
flickbay,7.39,7.39,1,Consumer Internet,Mumbai,Seed,2016,Paul Roy,2016
nopaperforms,7.24,7.24,1,Technology,Delhi,Seed,2017,Info Edge,2017
saahas zero waste,7.21,7.21,1,Waste Management,Bangalore,Other,2019,C4D Partners,2019
mynaksh,7.07,7.07,1,Consumer,Bangalore,Pre-Seed,2025,Eximius Ventures,2025
dropkaffe,7.0600000000000005,4.57,2,Food,Bangalore,Seed,"2015, 2016","Growthstory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar, Manish Singhal, P39 Capital, Others",2016
khel now,7.050000000000001,4.15,2,Consumer Internet,Bangalore,"Private Equity, Seed","2016, 2017","Indochine Interunknowntiounknownl, Anglian Omega Network",2017
click2clinic,7.05,7.05,1,Consumer Internet,Hyderabad,Seed,2017,"Narottam Thudi, Shireesh Palle",2017
umagine,7.05,7.05,1,Environment > Environment Consultancy,Delhi,Seed,2025,Venture Catalysts,2025
h2 carbon zero,7.05,7.05,1,Energy > Energy Storage,Delhi,Seed,2025,Venture Catalysts,2025
chara,7.05,7.05,1,Deep,Bangalore,Seed,2021,Kalaari Capital,2021
gooat,7.0,7.0,1,D2C Nutrition,Gurgaon,Pre-Seed,2025,Sirounknown,2025
hypergroai,7.0,7.0,1,AI,Bangalore,Pre-Series A,2025,Eterunknownl Capital,2025
qwikspec,6.970000000000001,4.48,2,Technology,Bangalore,Seed,2017,"Brigade Innovations Llp, Tv Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen, Unknown Investors",2017
misfits,6.8841,5.0,2,Ecommerce,Gurgaon,Seed,2025,"Nu Ventures, Info Edge Ventures And Better Capital",2025
tempogo,6.85,6.85,1,Technology,Panaji,Seed,2017,K2 Capital,2017
graphene,6.85,6.85,1,Other,Unknown,Private Equity,2015,Karsemven Fund,2015
quicklend,6.75,6.75,1,Secured Lending,Bangalore,Pre-Seed,2025,"Inuka Capital, Eximius Ventures, Upsparks Capital, Growx, Strategic Angel Investors",2025
babynama,6.75,6.75,1,Digital Pediatric Care,Delhi,Seed,2025,"Good Capital, Amplify, Abhishek Gupta (Fashinza), Ankit Gupta (Bicycle Health), Akshay Saxeunknown (Avanti), Dhruv Dhanraj Bahl (Exunknownbharatpe)",2025
navanaai,6.74,6.74,1,AI,Mumbai,Pre-Series A,2025,Antler India,2025
leapclub,6.72,6.72,1,Community,Gurgaon,Pre-Series A,2021,"Enzia Ventures, Kuunknownl Shah",2021
twigly,6.640000000000001,4.98,2,Consumer Internet,Gurgaon,Seed,"2015, 2016","Tracxn Labs, Hyderabad Angels, Kuunknownl Shah, Gaurav Bhalotia, Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",2016
healthenablr,6.64,6.64,1,Consumer Internet,Mumbai,Seed,2016,Unknown Investors,2016
cub mcpaws,6.64,6.64,1,Ar,Mumbai,Pre-Series A,2020,Venture Catalysts,2020
astrophel aerospace,6.64,6.64,1,Advanced Hardware & Technology,Pune,Pre-Seed,2025,Unknown,2025
orai robotics,6.64,6.64,1,Information Technology &,Bangalore,Pre-Series A,2022,Inflection Point Ventures,2022
black bow,6.64,6.64,1,Wine & Spirits,Delhi,Pre-Series A,2022,"Supermorpheus, Eagle10 Ventures",2022
studio sirah,6.64,6.64,1,Computer Games,Bangalore,Unknown,2021,Lumikai,2021
rubix data sciences,6.64,6.64,1,It,Mumbai,Seed,2021,Unknown,2021
rara delivery,6.64,6.64,1,Logistics,Unknown,Seed,2020,"Der Shing Lim, 500 Startups",2020
springleap,6.64,6.64,1,Other,Unknown,Other,2015,Cross Border Angels,2015
neuropixelai,6.64,6.64,1,Deeptech,Bangalore,Seed,2021,"Arvind Venugopal Nair, Amritendu Mukherjee",2021
tinkerly,6.64,6.64,1,Edtech,Jaipur,Unknown,2021,Navneet Education,2021
guiddoo,6.64,6.64,1,Travel,Mumbai,Pre-Series A,2018,Individual Investors,2018
valyx,6.64,6.64,1,B2B Financial Management,Bangalore,Pre-Seed,2024,"Huddle Ventures, Waveform Ventures, Bharat Founders Fund, Propell Fund",2024
kritsnam,6.64,6.64,1,Information Technology &,Hyderabad,Pre-Series A,2022,"Ashish Gupta, Kuunknownl Shah, Vikram Karuunknownkaram",2022
svami,6.64,6.64,1,Food,Mumbai,Unknown,2020,"Niren Shah, Rukam Capital Trust",2020
curiositi,6.64,6.64,1,Consumer Internet,Bangalore,Private Equity,2017,"Menterra Social Impact Fund, Unitus Seed Fund",2017
qoohoo,6.64,6.64,1,Social,Bangalore,Seed,2021,Angel Investors,2021
terafac,6.64,6.64,1,Advanced Hardware & Technology,Chandigarh,Pre-Seed,2025,Inuka Capital,2025
virtual logic,6.64,6.64,1,Virtual Reality 3D Simulation And Stereoscopic Products,Bangalore,Private Equity,2015,Swarnim Multiventures,2015
clientjoy,6.64,6.64,1,SaaS,Gujarat,Pre-Series A,2020,"Letsventure, Jyotsunknown Bapat",2020
ockypocky,6.64,3.32,2,Edtech,Gurgaon,Seed,"2020, 2022","Sucseed Venture Partners, Ah! Ventures, Goodwater Capital And Angellist Quant Fund",2022
intelligence node,6.64,6.64,1,Technology,Mumbai,Private Equity,2017,Blacksoil Capital Pvt Ltd,2017
insane ai,6.64,6.64,1,Fitness,Bangalore,Seed,2021,Pi Ventures,2021
guvi,6.64,6.64,1,Edtech,Chennai,Series A,2020,"Cba Capital, Gray Matters Capital",2020
suryoday,6.64,6.64,1,Fintech,Mumbai,Unknown,2020,"Gaja Capital, Kotak Life, Lok Capital",2020
stepout,6.6,6.6,1,Sports Performance Analysis,Bangalore,Seed,2025,"Rainmatter (Nithin Kamath), Indigoedge, Marwah Sports Group, Misfits Capital",2025
perkant tech,6.6,6.6,1,Healthcare,Vishakhapatnam,Seed,2025,Yournest Venture Capital,2025
gorally,6.6,6.6,1,Pickleball Sports,Bangalore,Pre-Seed,2025,"Sujeet Kumar, Mohit Kumar, Vatsal Singhal, Viren Singhvi, Kartik Kapoor, Abhishek Goyal, Deepak Singh, Arjun Vaidya, Bharat Founders Fund",2025
stampmyvisa,6.6,6.6,1,B2B Visa,Mumbai,Pre-Series A,2024,Unicorn India Ventures,2024
farmdidi,6.58,6.58,1,Ecommerce,Mumbai,Seed,2025,Samved Ventures,2025
house of zelena,6.58,6.58,1,Ecommerce,Delhi,Seed,2025,"Sprout Venture Partners, M Venture Partners",2025
bharat intelligence,6.56,6.56,1,Agritech,Mumbai,Pre-Seed,2025,Sahyadri Farms,2025
thrustworks dynetics,6.55,6.55,1,Aerospace Maritime & Defense > Space,Maharashtra,Seed,2025,Jamwant Ventures,2025
art of time,6.5487,6.5487,1,Consumer Goods > Retailers,Maharashtra,Series B,2025,Plutus Wealth Maunknowngement,2025
sunday realty,6.52,6.52,1,For Property Brokers,Mumbai,Seed,2015,"Ramesh Jogani, Shailesh Viswaunknownthan, Jay Srinivasan",2015
guvi geek network,6.52,6.52,1,Edtech,Chennai,Pre-Series A,2020,Education Catalyst Fund,2020
argos watches,6.5,6.5,1,Luxury Watch,Surat,Other,2025,Group Of Highunknownnetunknownworth Indian Investors,2025
shiplog,6.5,6.5,1,Logistics,Gurgaon,Seed,2025,Deepak Bhagunknownni Family Office,2025
legalkart,6.5,6.5,1,Legal Consultation,Gurgaon,Unspecified Round,2024,"Iim Udaipur Incubation Centre, Aevitas Capital, Shift Alt Cap, Others",2024
heterogenous,6.47,6.47,1,Technology,Chennai,Seed,2017,"Chenunknowni Angels, Keiretsu Forum, Others",2017
medinfi,6.47,2.53,5,Consumer Internet,Bangalore,Seed,"2015, 2016, 2017","Pbs Srinivas, Vinod Martin, Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani, Others, Vinod Martin, Evan Lim, Kanchan Ghoshal, Ram Kumar Kakani, Mudit Saxeunknown, Evan Lim, Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal, Others",2017
avishkaar box,6.41,6.41,1,Edtech,Delhi,Private Equity,2018,Auxano Deals,2018
quickshift,6.39,6.39,1,Logistics,Pune,Seed,2021,"Anicut Angel Fund, Axilor Ventures",2021
onlinetyari,6.39,6.39,1,Multilingual Test Preparation,Gurgaon,Private Equity,2015,"500 Startups, Tv Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",2015
lamark biotech,6.37,6.37,1,Healthcare,Bangalore,Pre-Series A,2025,"Ian Alpha Fund, Viunknownyender Tulla, Nita Roy, Venkataraman Knk",2025
i2i funding,6.37,6.37,1,Consumer Internet,Noida,Other,2018,Sucseed Venture Partners,2018
utsav,6.35,6.35,1,Spiritual & Devotion,Kolkata,Unspecified Round,2025,Equanimity Investments,2025
fibroheal woundcare,6.3,6.3,1,Medical Devices,Bangalore,Pre-Series A,2024,"Existing Promoters, Surgeons, Medical Professiounknownls, And Bankers",2024
plenome,6.24,6.24,1,Enterprise,Chennai,Seed,2025,Ovington Capital Partners,2025
happay,6.23,4.15,2,Fintech,Bangalore,"Other, Seed","2015, 2018","Sequoia And Jerry Yang, Angelprime",2018
shirsa labs,6.23,4.15,2,Edtech,Mumbai,"Private Equity, Seed","2015, 2018","Dewang Neralla, Mahesh Kothurkar, Atul Agarwal, Ah! Ventures",2018
ink monk,6.22,6.22,1,Consumer Internet,Chennai,Seed,2017,"Vamm Ventures, Raksul, Deunknown",2017
genietalk,6.22,6.22,1,Technology,Indore,Unknown,2020,Unknown,2020
actofit,6.22,6.22,1,Technology,Mumbai,Private Equity,2016,Next Orbit Ventures Fund,2016
sepalika,6.22,6.22,1,Consumer Internet,Delhi,Seed,2017,Accel,2017
elever,6.22,6.22,1,Fintech,Bangalore,Unknown,2022,"Massimo Vita, Udaya Kumar",2022
justdakhilacom,6.22,6.22,1,Edtech,Delhi,Seed,2016,Ankur Gupta,2016
milofy,6.22,6.22,1,Consumer Internet,Bangalore,Seed,2016,Accel,2016
nxt meal,6.22,6.22,1,Food,Karnataka,Seed,2025,Unknown,2025
aryaai,6.22,6.22,1,AI,Mumbai,Private Equity,2015,"Yournest Angel Fund, Venture Nursery",2015
lovecycles,6.22,6.22,1,Consumer Internet,Bangalore,Seed,2016,Prime Venture Partners,2016
ethereum push notification service,6.22,6.22,1,Blockchain,Mumbai,Seed,2020,Prolific Angel Investors,2020
celewish,6.22,6.22,1,Consumer > Communication,Maharashtra,Angel,2025,Unknown,2025
matbook,6.22,6.22,1,Construction,Gurgaon,Pre-Seed,2025,"Seedstars Interunknowntiounknownl Ventures, Fluent Ventures And Everywhere Ventures",2025
cygnus hospitals,6.22,6.22,1,Healthcare,Gurgaon,Other,2017,Somerset Indus Capital Ventures,2017
sensara,6.22,6.22,1,Technology,Bangalore,Seed,2016,"Lalitesh Katragadda, \\Xc2\\Xa0 Gaunknownyantrika Systems",2016
spintly,6.210000000000001,4.15,2,Iot,Goa,"Pre-Series A, Unknown","2020, 2021","Saltwater Venture Sparks, Riso Capital",2021
vaave,6.21,6.21,1,Enteprise,Hyderabad,Unknown,2025,Vcmint,2025
pharmarack,6.18,6.18,1,Technology,Pune,Private Equity,2016,"Currae Healthtech Fund, Unicorn India Ventures",2016
trukky,6.18,4.15,2,Consumer Internet,Ahmedabad,Seed,"2015, 2017","Keyur Joshi, Pavan Bakeri, Gujarat Based Angel Investors, Mmy Counknownfounder",2017
happilyunmarried,6.14,6.14,1,Ecommerce,Delhi,Private Equity,2016,Info Edge (India) Ltd,2016
cashkumar,6.1,6.1,1,Consumer Internet,Bangalore,Other,2018,Letsventure,2018
edyoo,6.1,6.1,1,Ecommerce,Bangalore,Other,2018,Rs Shanbag,2018
krvvy,6.1,6.1,1,D2C Lingerie & Shapewear,Noida,Pre-Seed,2025,"Titan Capital, All In Capital, Angels Such As Nikita Gupta, Emmanuel Suraj, And Others",2025
cerebroz,6.09,6.09,1,Consumer Internet,Vadodara,Seed,2017,Unknown Hni\\Xe2\\X80\\X99S,2017
mytek innovations,6.0,6.0,1,Manufacturing,Mumbai,Debt,2024,Unknown,2024
six sense mobility,6.0,6.0,1,Smart Mobility,Mumbai,Seed,2024,Piper Serica Vc,2024
skillenza,5.99,5.99,1,Consumer Internet,Bangalore,Seed,2017,"Blume Ventures, Indian Angel Network",2017
kiranakart,5.98,5.98,1,Ecommerce,Mumbai,Pre-Seed,2021,Global Founders Capital,2021
banksathi,5.8100000000000005,4.15,2,Fintech,Delhi,"Unknown, Seed",2021,"Dinesh Godara, Anuj Ahuja, Aditya, Dinesh Godara, Aditya Talwar",2021
bolo indya,5.8100000000000005,3.32,2,Video Sharing,Gurgaon,"Unknown, Pre-Series A",2020,"India Accelerator, Sunil Kamath, Eagle10 Ventures, India Accelerator, Hnis",2020
zipgrid,5.8100000000000005,4.15,2,Consumer Internet,Mumbai,Seed,"2016, 2017","Jll, 1Crowd, 1Crowd (Through Crowd Funding)",2017
docplexus,5.81,5.81,1,Exclusive For Doctors & Healthcare Professionals,Pune,Seed,2015,"Uniqorn Ventures, Asp Consulting",2015
extra edge,5.81,5.81,1,Edtech,Pune,Pre-Series A,2020,"Sprout Venture Partners, Indian Angel Network",2020
eat better ventures,5.81,5.81,1,Food,Jaipur,Seed,2022,"Java Capital, Mumbai Angels",2022
eunimart,5.81,5.81,1,Ecommerce,Hyderabad,Pre-Series A,2021,"Sucseed Venture Partners, Tmt Connekt",2021
