Company_Cleaned,Sector,Headquarters,Amount_Cr,Funding_Round_Type,Lead_Investors,Year,Month,Month_Num,Date
rocketium,Technology,Bangalore,2.49,Other,Blume Ventures,2018,May,5,2018-05-01
milkbasket,Technology,Gurgaon,58.1,Private Equity,"Kalaari Capital, Unilever Ventures And Blume Ventures",2018,May,5,2018-05-01
vola,Fintech,Bangalore,4.15,Other,Credika And Ununknownmed Angel Investors,2018,May,5,2018-05-01
cashkumar,Consumer Internet,Bangalore,6.1,Other,Letsventure,2018,May,5,2018-05-01
edyoo,Ecommerce,Bangalore,6.1,Other,Rs Shanbag,2018,May,5,2018-05-01
aashiyaan,Fintech,Kolkata,16.6,Other,"Insistor, Oikocredit",2018,May,5,2018-05-01
smartivity,Edtech,Delhi,16.6,Other,"Ashish Kacholi, S Chand Group",2018,May,5,2018-05-01
bonphulapl,Cleantech,Delhi,2.43,Other,Atul Gupta And Saurabh Rastogi,2018,May,5,2018-05-01
acko,Consumer Internet,Mumbai,99.6,Other,"Amazon, Ashish Dhawan, Catamaran Ventures, Nr Narayaunknown Murthy.",2018,May,5,2018-05-01
hwell24,Healthcare,Mumbai,1.66,Other,"Prashant Mehta, Mitali Pawar, Nikhil G And Bhavesh P, R Rangaunknownthan, Oncotrust And Medintel Services Pvt. Ltd",2018,May,5,2018-05-01
toffee,Consumer Internet,Gurgaon,12.45,Other,"Kalaari Capital, Omidyar Network And Accion Venture Labs",2018,May,5,2018-05-01
tonetag,Technology,Bangalore,66.4,Private Equity,Amazon Inc. And Mastercard,2018,May,5,2018-05-01
stellaps,Technology,Bangalore,116.2,Private Equity,"Indusage Partners, Bill, Melinda Gates Foundation, Qualcomm Venture, Abb Technology Ventures, Omnivore, Blume Ventures, Venture Highway And Beenext",2018,May,5,2018-05-01
credright,Consumer Internet,Hyderabad,10.79,Other,"Accion Venture Lab, Yournest Venture Capital And Other Angel Investors",2018,May,5,2018-05-01
fitternity,Consumer Internet,Mumbai,16.6,Private Equity,"Exfinity Venture, Saha Fund Partners, Arihant Patni Of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanunknown And Taparia Family Office.",2018,April,4,2018-04-01
synctag,Technology,Coimbatore,2.55,Other,Subhkam Ventures And Mohit Khadaria,2018,April,4,2018-04-01
finzy,Consumer Internet,Bangalore,10.79,Other,Unknown,2018,April,4,2018-04-01
varthana,Fintech,Bangalore,456.5,Private Equity,"Chryscapital, Existing Investors, Elevar Equity, Lgt Impact, Omidyar Network And Kaizen Private Equity Also Participated In The Round",2018,April,4,2018-04-01
indigolearn,Edtech,Hyderabad,1.25,Other,"Maheshwar Peri, Founder And Chairman Of Career Information Portal Careers360, And Jamshed Jeejeebhoy, Director At Byramjee Jeejeebhoy Pvt. Ltd Were Among The Angels",2018,April,4,2018-04-01
vedantu,Edtech,Bangalore,83.0,Private Equity,"Accel, Tiger Global And Others",2018,April,4,2018-04-01
kaleidofin,Fiinance,Chennai,23.24,Other,Omidyar Network. Blume Ventures And Professor Shlomo Benunknownhaim,2018,April,4,2018-04-01
pipabella,Consumer Internet,Mumbai,8.3,Other,Fireside Ventures,2018,April,4,2018-04-01
kriger campus,Edtech,Delhi,0.38,Other,Unknown,2018,April,4,2018-04-01
traveltriangle,Consumer Internet,Gurgaon,99.6,Private Equity,"Fundamentum, Saif Partners, Bessemer Venture Partners, Rb Investments, Others",2018,April,4,2018-04-01
letsmd,Healthcare,Delhi,8.3,Other,"Sri Capital, Waterbridge Ventures And Thinkuvate",2018,April,4,2018-04-01
ayefinance,Fintech,Gurgaon,38.18,Debt,"Blueorchard Fiunknownnce Ltd, Hinduja Leyland Fiunknownnce And Intellegrow",2018,April,4,2018-04-01
mintifi,Fintech,Mumbai,16.6,Other,Lok Capital,2018,April,4,2018-04-01
icanstay,Consumer Internet,Delhi,4.15,Other,Mr. Manoj Prasad,2018,April,4,2018-04-01
coverfox,Consumer Internet,Mumbai,182.6,Private Equity,"Interunknowntiounknownl Fiunknownnce Corporation, Transamerica And Others.",2018,April,4,2018-04-01
fyle,Technology,Bangalore,9.13,Other,Pravega Ventures And Beenext,2018,April,4,2018-04-01
true balance,Technology,Gurgaon,190.9,Private Equity,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank And Ts Investment",2018,April,4,2018-04-01
doxper,Healthcare,Mumbai,15.77,Other,Vidal Healthcare,2018,April,4,2018-04-01
nykaa,Consumer Internet,Mumbai,91.3,Private Equity,"Sunil Munjal, Harsh Mariwala, Dalip Pathak And Others",2018,April,4,2018-04-01
mihuru,Fintech,Mumbai,1.25,Other,Unknown,2018,April,4,2018-04-01
capital float,Fintech,Bangalore,182.6,Private Equity,Amazon,2018,April,4,2018-04-01
trip shelf,Consumer Internet,Delhi,2.04,Other,"Gems Advisory, Alok Mittal And Sachin Bhatia",2018,April,4,2018-04-01
popxo,Technology,Delhi,45.65,Private Equity,"Neoplux, Oppo, Idg Ventures India, Kalaari Capital, Gree Ventures And Summit Media",2018,April,4,2018-04-01
1mg,Consumer Internet,Gurgaon,83.0,Private Equity,"Sequoia Capital, Maverick Capital Ltd And Hbm Healthcare Investments Ltd",2018,April,4,2018-04-01
samco,Consumer Internet,Mumbai,62.25,Private Equity,Bay Capital Investments And Others,2018,April,4,2018-04-01
myloancare,Fintech,Gurgaon,8.12,Other,Sar Group,2018,April,4,2018-04-01
buddy4studdy,Consumer Internet,Noida,24.9,Private Equity,Cba Capital And Others,2018,March,3,2018-03-01
urban ladder,Ecommerce,Bangalore,99.6,Private Equity,"Sequoia Capital, Saif Partners And Kalaari Capital",2018,March,3,2018-03-01
kuvera,Consumer Internet,Bangalore,2.08,Other,"Baskar Subramanian, Saket Kumar, Gaurav Suri And Ankit Kesarwani",2018,March,3,2018-03-01
gramophone,Technology,Indore,8.3,Other,Infoedge,2018,March,3,2018-03-01
wellthy,Healthcare,Mumbai,17.43,Private Equity,"Ranjan Pai, Apoorva Patni, Beenext Ventures, Growx Ventures",2018,March,3,2018-03-01
medgenome,Healthcare,Bangalore,83.0,Private Equity,"Hdfc Life, Hdfc Asset Maunknowngement",2018,March,3,2018-03-01
finova capital,Consumer Internet,Jaipur,49.8,Private Equity,Sequoia Capital,2018,March,3,2018-03-01
hotelogix,Technology,Noida,41.5,Private Equity,"Vertex Ventures, Accel Partners And Saama Capital",2018,March,3,2018-03-01
livehealth,Consumer Internet,Pune,9.13,Other,Nexus Venture Partners,2018,March,3,2018-03-01
ad2pro,Technology,Chennai,80.51,Debt,Avendus Fiunknownnce Pvt. Ltd,2018,March,3,2018-03-01
coverfox,Consumer Internet,Mumbai,63.08,Private Equity,Aegon Nv,2018,March,3,2018-03-01
pepperfry,Consumer Internet,Mumbai,318.72,Private Equity,State Street Global Advisors,2018,March,3,2018-03-01
magicpin,Consumer Internet,Gurgaon,8.3,Debt,Trifecta Capital,2018,March,3,2018-03-01
healthcare,Consumer Internet,Mumbai,8.3,Other,Hr Fund,2018,March,3,2018-03-01
pinelabs,Technology,Mumbai,680.6,Private Equity,"Actis, Altimeter Capital",2018,March,3,2018-03-01
availfinance,Consumer Internet,Bangalore,142.76,Private Equity,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kuunknownl Shah And Manish Patel.",2018,March,3,2018-03-01
grofers,Consumer Internet,Gurgaon,514.6,Private Equity,"SoftBank, Tiger Global And Apoletto Maunknowngers.",2018,March,3,2018-03-01
fingerlix,Consumer Internet,Mumbai,10.87,Debt,Alteria Capital,2018,March,3,2018-03-01
karma healthcare,Healthcare,Udaipur,4.15,Other,"1Crowd, Ankur Capital",2018,March,3,2018-03-01
zappfresh,Food,Gurgaon,24.9,Other,"Amit Burman, Sidbi Venture Capital",2018,March,3,2018-03-01
customersucessbox,Technology,Gurgaon,8.3,Other,"Pi Ventures, Axilor Ventures",2018,March,3,2018-03-01
chargebee,Technology,Chennai,149.4,Private Equity,"Insight Venture Partners, Accel Partners And Tiger Global Maunknowngement.",2018,March,3,2018-03-01
i2i funding,Consumer Internet,Noida,6.37,Other,Sucseed Venture Partners,2018,March,3,2018-03-01
slang labs,Technology,Bangalore,10.29,Other,Endiya Partners,2018,March,3,2018-03-01
cash suvidha,Consumer Internet,Delhi,8.3,Other,"Initia Holdings, Vipin Agarwal And Others.",2018,March,3,2018-03-01
roadcast,Technology,Delhi,2.08,Private Equity,Unknown,2018,March,3,2018-03-01
smartcoin,Fintech,Bangalore,16.6,Other,"Accion Venture Lab, Unicorn India Ventures And Isme Ace.",2018,March,3,2018-03-01
the print,Media,Delhi,4.44,Other,Ratan Tata,2018,March,3,2018-03-01
driveu,Technology,Bangalore,24.9,Private Equity,Amit Singhal And Unitus Seed Fund,2018,March,3,2018-03-01
bigbasket,Consumer Internet,Bangalore,2490.0,Private Equity,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",2018,February,2,2018-02-01
zomato,Food,Gurgaon,1660.0,Private Equity,Ant Fiunknownncials,2018,February,2,2018-02-01
pratilipi,Publishing,Bangalore,35.69,Private Equity,Omidyar Network,2018,February,2,2018-02-01
asia institute of medical science,Healthcare,Faridabad,174.3,Private Equity,Cdc Group Plc,2018,February,2,2018-02-01
collegedekho,Consumer Internet,Gurgaon,16.6,Private Equity,"Man Capital Llp, Girunknownr Software, Others",2018,February,2,2018-02-01
healthi,Healthcare,Bangalore,25.73,Private Equity,Montane Ventures,2018,February,2,2018-02-01
swiggy,Food,Bangalore,830.0,Private Equity,Naspers,2018,February,2,2018-02-01
shape,Healthcare,Pune,830.0,Other,Sandeep Mathur,2018,February,2,2018-02-01
icertis,Consumer Internet,Pune,415.0,Private Equity,Meritech Capital Partners,2018,February,2,2018-02-01
healthifyme,Healthcare,Bangalore,99.6,Private Equity,Sistema Asia Fund,2018,February,2,2018-02-01
rupeek,Consumer Internet,Bangalore,56.69,Private Equity,"Accel, Sequoia Capital",2018,February,2,2018-02-01
lendingkart,Fintech,Bangalore,722.1,Private Equity,"Fullerton Fiunknownncial Holdings Pte Ltd, Others",2018,February,2,2018-02-01
cashify,Ecommerce,Gurgaon,7.76,Debt,Trifecta Capital,2018,February,2,2018-02-01
holachef,Food,Mumbai,2.58,Other,Ashok Kumar Gajera,2018,February,2,2018-02-01
imax program,Edtech,Bangalore,112.05,Private Equity,"Michael, Susan Dell Foundation, Lgt Impact Ventures",2018,February,2,2018-02-01
littlemore,Edtech,Chennai,24.9,Private Equity,Kalpavriksh,2018,February,2,2018-02-01
toppr,Edtech,Mumbai,0.83,Private Equity,Axis Capital Partners,2018,February,2,2018-02-01
shirsa labs,Edtech,Mumbai,4.15,Private Equity,"Dewang Neralla, Mahesh Kothurkar, Atul Agarwal",2018,February,2,2018-02-01
moneyonmobile,Technology,Mumbai,41.5,Private Equity,S7 Group,2018,February,2,2018-02-01
petsutra,Consumer Internet,Gurgaon,1.23,Other,Michael Patrick Hickey,2018,February,2,2018-02-01
infibeam,Ecommerce,Ahemadabad,51.71,Private Equity,Network 18,2018,February,2,2018-02-01
happay,Fintech,Bangalore,2.08,Other,Sequoia And Jerry Yang,2018,February,2,2018-02-01
fincash,Fintech,Mumbai,1.25,Other,"Mohammed Khan, Sameer Narayan, Others",2018,February,2,2018-02-01
ayefinance,Fintech,Gurgaon,31.54,Private Equity,"Hinduja Leyland Fiunknownnce, Intellegrow",2018,February,2,2018-02-01
agricxlab,Agritech,Mumbai,4.15,Other,Ankur Capital,2018,February,2,2018-02-01
udaan,Ecommerce,Bangalore,415.0,Private Equity,"Lightspeed, Yuri Milner",2018,February,2,2018-02-01
capillary,It,Bangalore,166.0,Private Equity,"Wargburg Pincus, Sequoia Capital",2018,February,2,2018-02-01
the healthy billions,Healthcare,Gurgaon,17.43,Private Equity,"Blume Ventures, Healthquad And Fireside Ventures",2018,February,2,2018-02-01
avishkaar box,Edtech,Delhi,6.41,Private Equity,Auxano Deals,2018,February,2,2018-02-01
planys,Technology,Chennai,8.63,Private Equity,"Kris Gopalakrishunknownn, Pratithi Investment Trust, Memg Family Office, S Gopal",2018,February,2,2018-02-01
trilyo,Technology,Mumbai,2.08,Other,"Startup Buddy, Amit Manocha And Others",2018,February,2,2018-02-01
gaana,Technology,Gurgaon,954.5,Private Equity,"Tencent Holdings Ltd, Times Internet",2018,February,2,2018-02-01
credy,It,Bangalore,11.62,Other,"Y Combiunknowntor, Khosla Ventures, Vy Capital And Others",2018,February,2,2018-02-01
earlysalary,Fintech,Pune,130.31,Other,Eight Roads Ventures India,2018,January,1,2018-01-01
lendingkart,Fintech,Ahmedabad,39.01,Debt,Nederlandse Fiunknownncieringsunknownmaatschappij Voor Ontwikkelingslanden N.V.,2018,January,1,2018-01-01
kinsane entertainment,Entertainment,Mumbai,20.75,Other,Unknown,2018,January,1,2018-01-01
tapzo,Technology,Bangalore,16.02,Private Equity,"Runet, Other",2018,January,1,2018-01-01
appario retail,Ecommerce,Delhi,156.37,Private Equity,Amazonunknownpatni Jv,2018,January,1,2018-01-01
samunnati,Fintech,Chennai,195.05,Private Equity,"Responsability, Elevar Equity And Accel Partners",2018,January,1,2018-01-01
sahajanand medical,Technology,Surat,300.71,Private Equity,Morgan Stanley Private Equity Asia,2018,January,1,2018-01-01
kuants,Technology,Gurgaon,0.66,Other,"Pankaj Chopra, Ankush Gupta",2018,January,1,2018-01-01
razorpay,Technology,Bangalore,166.0,Private Equity,"Tiger Global, Y Combiunknowntor",2018,January,1,2018-01-01
streak,Technology,Bangalore,2.94,Other,"Indian Fintech Fund, Rainmatter",2018,January,1,2018-01-01
pi ventures,Fintech,Bangalore,207.5,Private Equity,"Sunil Kant Munjal, Hero Electronix\\Xe2\\X80\\X99S Corporate Fiunknownncing Arm, Electronic Development Fund",2018,January,1,2018-01-01
newgen software,Technology,Delhi,166.0,Private Equity,"Goldman Sachs, Hedge Fund, Others",2018,January,1,2018-01-01
rubix,Technology,Pune,8.3,Private Equity,Polaris Fund,2018,January,1,2018-01-01
sharechat,Technology,Bangalore,151.06,Private Equity,"Xiaomi Singapore, Shunwei Capital",2018,January,1,2018-01-01
paperflite,Technology,Chennai,3.32,Other,The Chenunknowni Angels,2018,January,1,2018-01-01
hungerbox,Consumer Internet,Bangalore,20.75,Private Equity,Lionrock Capital,2018,January,1,2018-01-01
optacredit,Fintech,Chennai,33.2,Private Equity,Dmi Fiunknownnce,2018,January,1,2018-01-01
aeon learning,Technology,Bangalore,26.56,Private Equity,Dr. Ranjan Pai,2018,January,1,2018-01-01
milkbasket,Ecommerce,Gurgaon,24.9,Private Equity,Unilever Ventures,2018,January,1,2018-01-01
neogrowth credit,Fintech,Mumbai,390.1,Private Equity,"Leapfrog Investments, Aspada Investment, Quounknown Capital",2018,January,1,2018-01-01
rao iit academy,Edtech,Mumbai,71.38,Debt,Avendus Fiunknownnce,2018,January,1,2018-01-01
aye finance,Fintech,Gurgaon,51.79,Other,Ifmr Capital,2018,January,1,2018-01-01
greyatom,Technology,Mumbai,8.3,Private Equity,Pravega Ventures,2018,January,1,2018-01-01
axio,Healthcare,Bangalore,61.42,Private Equity,Rnt Capital,2018,January,1,2018-01-01
ekincare,Healthcare,Hyderabad,12.45,Private Equity,"Ventureast, Endiya Partners, Eight Roads Ventures, Touchstone Equities, Bvr Mohan Reddy",2018,January,1,2018-01-01
the wedding brigade,Consumer Internet,Mumbai,8.3,Private Equity,Blume Ventures,2018,January,1,2018-01-01
peesafe,Healthcare,Gurgaon,8.3,Private Equity,"Shivani Singh, Rahul Maroli, Mitesh Shah, Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures.",2018,January,1,2018-01-01
browserstack,Technology,Mumbai,415.0,Private Equity,Accel,2018,January,1,2018-01-01
scapic,Technology,Bangalore,4.15,Other,"Axilor Ventures, Newfort Capital",2018,January,1,2018-01-01
moneyonmobile,Technology,Mumbai,63.08,Private Equity,Unknown Investors,2018,January,1,2018-01-01
cure fit,Healthcare,Bangalore,83.0,Debt,"Hdfc Bank, Axis Bank",2018,January,1,2018-01-01
inurture,Technology,Bangalore,36.52,Private Equity,Ventureast,2018,January,1,2018-01-01
dunzo,Technology,Bangalore,102.09,Private Equity,Google,2017,December,12,2017-12-01
tata housing,Real Estate,Mumbai,190.9,Private Equity,Hines,2017,December,12,2017-12-01
handytrain,Technology,Goa,8.3,Private Equity,Nb Ventures,2017,December,12,2017-12-01
mobycy,Technology,Gurgaon,4.15,Other,Unknown Investors,2017,December,12,2017-12-01
greenlight planet,Technology,Mumbai,498.0,Private Equity,"Apis Partner, Eight Roads Ventures, Bamboo Capital Partners",2017,December,12,2017-12-01
fintobox,Technology,Chennai,58.1,Private Equity,Lightbox,2017,December,12,2017-12-01
mswipe,Technology,Mumbai,83.0,Private Equity,Eduardo Saverin,2017,December,12,2017-12-01
the label life,Ecommerce,Mumbai,25.73,Private Equity,Kalpvriksh,2017,December,12,2017-12-01
cygnus hospitals,Healthcare,Gurgaon,6.22,Other,Somerset Indus Capital Ventures,2017,December,12,2017-12-01
eshakti,Ecommerce,Chennai,19.09,Debt,Idg Ventures,2017,December,12,2017-12-01
inshorts,Technology,Noida,41.5,Private Equity,Tiger Global,2017,December,12,2017-12-01
vahdam tea,Ecommerce,Delhi,12.45,Private Equity,"Singapore Angel Network, Mumbai Angel",2017,December,12,2017-12-01
logic roots,Technology,Mumbai,0.41,Other,Village Capital,2017,December,12,2017-12-01
project mudra,Technology,Bangalore,0.41,Other,Village Capital,2017,December,12,2017-12-01
furlenco,Technology,Bangalore,9.96,Debt,Aamir Khan,2017,December,12,2017-12-01
i can stay,Technology,Delhi,14.94,Private Equity,Ht Media,2017,December,12,2017-12-01
simility,Technology,Hyderabad,145.25,Private Equity,Accel,2017,December,12,2017-12-01
shopholix,Ecommerce,Gurgaon,1.93,Other,Munesh Khanunknown,2017,December,12,2017-12-01
mindtickle,Technology,Pune,224.1,Private Equity,Caunknownan Partners,2017,December,12,2017-12-01
nazara,Technology,Mumbai,224.1,Private Equity,Rakesh Jhunjhunwala,2017,December,12,2017-12-01
docsapp,Technology,Bangalore,59.76,Private Equity,Bessemer Venture Partners,2017,December,12,2017-12-01
tea box,Ecommerce,Bangalore,58.1,Private Equity,Rb Investments,2017,December,12,2017-12-01
transversal,Technology,Bangalore,49.8,Private Equity,Matrix Partners,2017,December,12,2017-12-01
curofy,Technology,Gurgaon,2.08,Other,Roundglass Partners Llc,2017,December,12,2017-12-01
homelane,Ecommerce,Bangalore,83.0,Private Equity,"Accel, Sequoia Capital, Rb Investments",2017,December,12,2017-12-01
purplle,Ecommerce,Mumbai,4.46,Other,"Mountain Pain Capital, Suncoast Investments",2017,December,12,2017-12-01
cash suvidha,Ecommerce,Delhi,22.41,Debt,Unknown,2017,December,12,2017-12-01
springboard,Technology,Bangalore,78.85,Private Equity,"Costanoa, Learn Capital, Jyoti Bansal",2017,December,12,2017-12-01
9stacks,Technology,Delhi,12.45,Private Equity,"Swati Gupta, Purnima Khandelwal, Maheshwar Peri, Sanjay Singh",2017,December,12,2017-12-01
your quote,Technology,Bangalore,8.3,Private Equity,"Axilor Ventures, Eunknowncity Ventures Atul Goel",2017,December,12,2017-12-01
spandana sphoorty,Fintech,Hyderabad,161.85,Private Equity,"""Kedaraa Capital, Ontario Teachers\\'""",2017,December,12,2017-12-01
indus os,Technology,Mumbai,33.2,Private Equity,Omidyar Network,2017,December,12,2017-12-01
easyecom,Ecommerce,Bangalore,1.25,Other,"Ambarish Gupta, Aneesh Reddy, Bold Ventures, Vounknown Investments",2017,December,12,2017-12-01
specsmakers,Ecommerce,Chennai,83.0,Private Equity,Eight Roads Ventures India,2017,December,12,2017-12-01
foyrcom,Technology,Hyderabad,31.54,Private Equity,Jones Lang Lasalle,2017,December,12,2017-12-01
prest loans,Fintech,Delhi,4.73,Seed,"Manish Poddar, Arun Garg, Parmeshwar Sharma",2017,November,11,2017-11-01
vagupu,Technology,Bangalore,8.3,Seed,Unknown Investors,2017,November,11,2017-11-01
kalpnik,Technology,Bangalore,4.15,Seed,Venture Catalysts,2017,November,11,2017-11-01
hevo data,Technology,Bangalore,8.3,Private Equity,Idg Ventures India,2017,November,11,2017-11-01
doctalk,Technology,Mumbai,41.5,Private Equity,"Matrix Partners, Khosla Ventures",2017,November,11,2017-11-01
coveiot,Technology,Bangalore,41.5,Private Equity,"Titan Co Ltd, Tata Group\\Xe2\\X80\\X99S Watch And Jewellery Retailing Firm",2017,November,11,2017-11-01
talentedge,Technology,Bangalore,63.08,Private Equity,Lumis Partners,2017,November,11,2017-11-01
fisdom,Fintech,Bangalore,24.9,Private Equity,Quounknown Capital Maunknowngement,2017,November,11,2017-11-01
farmlink,Ecommerce,Mumbai,24.9,Private Equity,"Pioneering Ventures, Syngenta Ag",2017,November,11,2017-11-01
openapp,Technology,Bangalore,29.88,Private Equity,"Axilor Ventures, Kumar Vembu",2017,November,11,2017-11-01
